"queue_name","canonical_id","correlation_id","idempotency_key","batch_id","source_table","operation","gate_id","stop_condition","risk_level","priority","ai_assisted","ai_validation_status","status"
"SDU.Gate.Review.Queue","GATE_CONNECTION_SURFACE_CLASSIFICATION_REQUIRED","corr_7ab3e92c4ba2448e5b42b856","idem_244a9454f98af751ccb845171b1cb40f","20260603_workqueue_pilot_dev_v1","mon_sdu_connection_gate","review_connection_gate_metadata","GATE_CONNECTION_SURFACE_CLASSIFICATION_REQUIRED","microsoft_live_requested_without_governed_order","medium","high","True","AI_ASSISTED_NOT_CANON_UNTIL_VALIDATED","READY_FOR_DEV_QUEUE_CREATE"
"SDU.Gate.Review.Queue","GATE_CONNECTOR_REGISTRY_NO_SECRET","corr_2cfff83ce5c94e7873d24e76","idem_5c5df7792d88031fd898738c9123e622","20260603_workqueue_pilot_dev_v1","mon_sdu_connection_gate","review_connection_gate_metadata","GATE_CONNECTOR_REGISTRY_NO_SECRET","connection_gate_missing","medium","high","True","AI_ASSISTED_NOT_CANON_UNTIL_VALIDATED","READY_FOR_DEV_QUEUE_CREATE"
"SDU.Gate.Review.Queue","GATE_GITHUB_REPO_SCOPED","corr_e80f6873d8a64de6a0aba87c","idem_ed2124b4e7b11db0a22c940cdb78d098","20260603_workqueue_pilot_dev_v1","mon_sdu_connection_gate","review_connection_gate_metadata","GATE_GITHUB_REPO_SCOPED","connection_gate_missing","medium","high","True","AI_ASSISTED_NOT_CANON_UNTIL_VALIDATED","READY_FOR_DEV_QUEUE_CREATE"
"SDU.Gate.Review.Queue","GATE_MICROSOFT_LIVE_GOVERNED_ORDER","corr_97f33fc3921584c6cc170d7e","idem_053cb4ad4e3e99777e71db9e81022802","20260603_workqueue_pilot_dev_v1","mon_sdu_connection_gate","review_connection_gate_metadata","GATE_MICROSOFT_LIVE_GOVERNED_ORDER","microsoft_live_requested_without_governed_order","medium","high","True","AI_ASSISTED_NOT_CANON_UNTIL_VALIDATED","READY_FOR_DEV_QUEUE_CREATE"
"SDU.Gate.Review.Queue","GATE_OPENAI_LIVE_GOVERNED_ORDER","corr_4e8c0546d23b776323456655","idem_3fa9b2a69b3089925b91bf0e541e115d","20260603_workqueue_pilot_dev_v1","mon_sdu_connection_gate","review_connection_gate_metadata","GATE_OPENAI_LIVE_GOVERNED_ORDER","openai_api_live_requested_without_order","medium","high","True","AI_ASSISTED_NOT_CANON_UNTIL_VALIDATED","READY_FOR_DEV_QUEUE_CREATE"
"SDU.Drift.Detection.Queue","drift.connection_surfaces","corr_8a2e8064dcc8e2648bb72cca","idem_856b882f3f848c2cd72b71befd0f7010","20260603_workqueue_pilot_dev_v1","mon_sdu_snapshot","verify_drift_check_remains_pass","GATE_WQ_OP_08_NO_DRIFT_OPEN","dataverse_drift_reopened","medium","medium","False","LOCAL_RULE_VALIDATED_NO_OPENAI_REQUIRED","READY_FOR_DEV_QUEUE_CREATE"
"SDU.Drift.Detection.Queue","drift.connection_instances","corr_f8fbe0b49e9be6f979bcb5dc","idem_85033fec7bcf391f1b04040d5c5a9814","20260603_workqueue_pilot_dev_v1","mon_sdu_snapshot","verify_drift_check_remains_pass","GATE_WQ_OP_08_NO_DRIFT_OPEN","dataverse_drift_reopened","medium","medium","False","LOCAL_RULE_VALIDATED_NO_OPENAI_REQUIRED","READY_FOR_DEV_QUEUE_CREATE"
"SDU.Drift.Detection.Queue","drift.connection_gates","corr_c99ddd4c3c3ca111c3d40174","idem_eff6d89256d2c3f63b8bd24c84781850","20260603_workqueue_pilot_dev_v1","mon_sdu_snapshot","verify_drift_check_remains_pass","GATE_WQ_OP_08_NO_DRIFT_OPEN","dataverse_drift_reopened","medium","medium","False","LOCAL_RULE_VALIDATED_NO_OPENAI_REQUIRED","READY_FOR_DEV_QUEUE_CREATE"
"SDU.Drift.Detection.Queue","drift.connection_secret_boundaries","corr_5f5e144211d2a2cfa90ef3c9","idem_11eb5072f5cf9b7069597e04a611e5e4","20260603_workqueue_pilot_dev_v1","mon_sdu_snapshot","verify_drift_check_remains_pass","GATE_WQ_OP_08_NO_DRIFT_OPEN","dataverse_drift_reopened","medium","medium","False","LOCAL_RULE_VALIDATED_NO_OPENAI_REQUIRED","READY_FOR_DEV_QUEUE_CREATE"
"SDU.Drift.Detection.Queue","drift.connection_risks","corr_cd39f3a969069e1a8ca4b12d","idem_1c2f48250902c79cf57f969b8bf3d9af","20260603_workqueue_pilot_dev_v1","mon_sdu_snapshot","verify_drift_check_remains_pass","GATE_WQ_OP_08_NO_DRIFT_OPEN","dataverse_drift_reopened","medium","medium","False","LOCAL_RULE_VALIDATED_NO_OPENAI_REQUIRED","READY_FOR_DEV_QUEUE_CREATE"
"SDU.Evidence.Publish.Queue","evidence.conn_canon_000003","corr_ab17b7228613165721f9db7a","idem_ccb8723070b63179c5533e6209930c87","20260603_workqueue_pilot_dev_v1","mon_sdu_evidence","publish_metadata_evidence_pointer","GATE_OPENAI_LIVE_GOVERNED_ORDER","openai_api_live_requested_without_order","low","medium","False","LOCAL_RULE_VALIDATED_NO_OPENAI_REQUIRED","READY_FOR_DEV_QUEUE_CREATE"
"SDU.Evidence.Publish.Queue","evidence.conn_canon_000004","corr_5f7dd26849544cbb1b43f40d","idem_2b78d4b2a619ce328c58ec338a64da16","20260603_workqueue_pilot_dev_v1","mon_sdu_evidence","publish_metadata_evidence_pointer","GATE_POWER_PLATFORM_DEV_TARGET_EXPLICIT","dataverse_apply_without_explicit_sandbox_or_default_as_dev","low","medium","False","LOCAL_RULE_VALIDATED_NO_OPENAI_REQUIRED","READY_FOR_DEV_QUEUE_CREATE"
"SDU.Evidence.Publish.Queue","evidence.conn_canon_000005","corr_55e7a006b65a2afd0d7557cc","idem_f0cef0ae48ef762e699b1f3b22860976","20260603_workqueue_pilot_dev_v1","mon_sdu_evidence","publish_metadata_evidence_pointer","GATE_MICROSOFT_LIVE_GOVERNED_ORDER","microsoft_live_requested_without_governed_order","low","medium","False","LOCAL_RULE_VALIDATED_NO_OPENAI_REQUIRED","READY_FOR_DEV_QUEUE_CREATE"
"SDU.Evidence.Publish.Queue","evidence.conn_canon_000006","corr_77236327b3ca0822d2f6d28d","idem_a1a8e6c49412c4d18609c2bf0c4b3cfe","20260603_workqueue_pilot_dev_v1","mon_sdu_evidence","publish_metadata_evidence_pointer","GATE_OPENAI_LIVE_GOVERNED_ORDER","openai_api_live_requested_without_order","low","medium","False","LOCAL_RULE_VALIDATED_NO_OPENAI_REQUIRED","READY_FOR_DEV_QUEUE_CREATE"
"SDU.Evidence.Publish.Queue","evidence.conn_canon_000007","corr_5838b2a534ebcef7ed981ae5","idem_a92eabbbf9b0c92c64caca606ce0db8d","20260603_workqueue_pilot_dev_v1","mon_sdu_evidence","publish_metadata_evidence_pointer","GATE_POWER_PLATFORM_DEV_TARGET_EXPLICIT","dataverse_apply_without_explicit_sandbox_or_default_as_dev","low","medium","False","LOCAL_RULE_VALIDATED_NO_OPENAI_REQUIRED","READY_FOR_DEV_QUEUE_CREATE"
