"queue_name","canonical_id","idempotency_key","queue_id","queue_item_id","action","status"
"SDU.Gate.Review.Queue","GATE_CONNECTOR_REGISTRY_NO_SECRET","idem_5c5df7792d88031fd898738c9123e622","59ea83ea-3f5f-f111-a826-00224805f9dd","2ffcfc44-405f-f111-a826-00224805f8f9","created","PASS"
"SDU.Gate.Review.Queue","GATE_GITHUB_REPO_SCOPED","idem_ed2124b4e7b11db0a22c940cdb78d098","59ea83ea-3f5f-f111-a826-00224805f9dd","62fcfc44-405f-f111-a826-00224805f8f9","created","PASS"
"SDU.Gate.Review.Queue","GATE_MICROSOFT_LIVE_GOVERNED_ORDER","idem_053cb4ad4e3e99777e71db9e81022802","59ea83ea-3f5f-f111-a826-00224805f9dd","65fcfc44-405f-f111-a826-00224805f8f9","created","PASS"
"SDU.Gate.Review.Queue","GATE_OPENAI_LIVE_GOVERNED_ORDER","idem_3fa9b2a69b3089925b91bf0e541e115d","59ea83ea-3f5f-f111-a826-00224805f9dd","68fcfc44-405f-f111-a826-00224805f8f9","created","PASS"
"SDU.Drift.Detection.Queue","drift.connection_surfaces","idem_856b882f3f848c2cd72b71befd0f7010","2fd30de8-3f5f-f111-a826-00224805fcc4","4bb2fc4a-405f-f111-a826-00224805f8f9","created","PASS"
"SDU.Drift.Detection.Queue","drift.connection_instances","idem_85033fec7bcf391f1b04040d5c5a9814","2fd30de8-3f5f-f111-a826-00224805fcc4","4eb2fc4a-405f-f111-a826-00224805f8f9","created","PASS"
"SDU.Drift.Detection.Queue","drift.connection_gates","idem_eff6d89256d2c3f63b8bd24c84781850","2fd30de8-3f5f-f111-a826-00224805fcc4","51a2254b-405f-f111-a826-00224805f9dd","created","PASS"
"SDU.Drift.Detection.Queue","drift.connection_secret_boundaries","idem_11eb5072f5cf9b7069597e04a611e5e4","2fd30de8-3f5f-f111-a826-00224805fcc4","67a2254b-405f-f111-a826-00224805f9dd","created","PASS"
"SDU.Drift.Detection.Queue","drift.connection_risks","idem_1c2f48250902c79cf57f969b8bf3d9af","2fd30de8-3f5f-f111-a826-00224805fcc4","de72fc50-405f-f111-a826-00224805f8f9","created","PASS"
"SDU.Evidence.Publish.Queue","evidence.conn_canon_000003","idem_ccb8723070b63179c5533e6209930c87","d8489bf0-3f5f-f111-a826-00224805f9dd","f972fc50-405f-f111-a826-00224805f8f9","created","PASS"
"SDU.Evidence.Publish.Queue","evidence.conn_canon_000004","idem_2b78d4b2a619ce328c58ec338a64da16","d8489bf0-3f5f-f111-a826-00224805f9dd","cc522551-405f-f111-a826-00224805f9dd","created","PASS"
"SDU.Evidence.Publish.Queue","evidence.conn_canon_000005","idem_f0cef0ae48ef762e699b1f3b22860976","d8489bf0-3f5f-f111-a826-00224805f9dd","dd6ba850-405f-f111-a826-00224805fc91","created","PASS"
"SDU.Evidence.Publish.Queue","evidence.conn_canon_000006","idem_a1a8e6c49412c4d18609c2bf0c4b3cfe","d8489bf0-3f5f-f111-a826-00224805f9dd","d7f8fb56-405f-f111-a826-00224805f8f9","created","PASS"
"SDU.Evidence.Publish.Queue","evidence.conn_canon_000007","idem_a92eabbbf9b0c92c64caca606ce0db8d","d8489bf0-3f5f-f111-a826-00224805f9dd","e8f8fb56-405f-f111-a826-00224805f8f9","created","PASS"
