"batch_id","item_type","queue_name","queue_id","uniqueidbyqueue","correlation_id","idempotency_key","name","priority","metadata_only","contains_secret","contains_personal_data","rollback","postcheck","stop_condition"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0021","corr_connection_seed_0021","20260603_wqexp_v1_connection_seed_0021","SDU Pilot connection_seed 0021","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0022","corr_connection_seed_0022","20260603_wqexp_v1_connection_seed_0022","SDU Pilot connection_seed 0022","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0023","corr_connection_seed_0023","20260603_wqexp_v1_connection_seed_0023","SDU Pilot connection_seed 0023","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0024","corr_connection_seed_0024","20260603_wqexp_v1_connection_seed_0024","SDU Pilot connection_seed 0024","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0025","corr_connection_seed_0025","20260603_wqexp_v1_connection_seed_0025","SDU Pilot connection_seed 0025","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0026","corr_connection_seed_0026","20260603_wqexp_v1_connection_seed_0026","SDU Pilot connection_seed 0026","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0027","corr_connection_seed_0027","20260603_wqexp_v1_connection_seed_0027","SDU Pilot connection_seed 0027","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0028","corr_connection_seed_0028","20260603_wqexp_v1_connection_seed_0028","SDU Pilot connection_seed 0028","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0029","corr_connection_seed_0029","20260603_wqexp_v1_connection_seed_0029","SDU Pilot connection_seed 0029","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0030","corr_connection_seed_0030","20260603_wqexp_v1_connection_seed_0030","SDU Pilot connection_seed 0030","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0031","corr_connection_seed_0031","20260603_wqexp_v1_connection_seed_0031","SDU Pilot connection_seed 0031","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0032","corr_connection_seed_0032","20260603_wqexp_v1_connection_seed_0032","SDU Pilot connection_seed 0032","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0033","corr_connection_seed_0033","20260603_wqexp_v1_connection_seed_0033","SDU Pilot connection_seed 0033","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0034","corr_connection_seed_0034","20260603_wqexp_v1_connection_seed_0034","SDU Pilot connection_seed 0034","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0035","corr_connection_seed_0035","20260603_wqexp_v1_connection_seed_0035","SDU Pilot connection_seed 0035","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0036","corr_connection_seed_0036","20260603_wqexp_v1_connection_seed_0036","SDU Pilot connection_seed 0036","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0037","corr_connection_seed_0037","20260603_wqexp_v1_connection_seed_0037","SDU Pilot connection_seed 0037","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0038","corr_connection_seed_0038","20260603_wqexp_v1_connection_seed_0038","SDU Pilot connection_seed 0038","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0039","corr_connection_seed_0039","20260603_wqexp_v1_connection_seed_0039","SDU Pilot connection_seed 0039","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0040","corr_connection_seed_0040","20260603_wqexp_v1_connection_seed_0040","SDU Pilot connection_seed 0040","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0041","corr_connection_seed_0041","20260603_wqexp_v1_connection_seed_0041","SDU Pilot connection_seed 0041","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0042","corr_connection_seed_0042","20260603_wqexp_v1_connection_seed_0042","SDU Pilot connection_seed 0042","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0043","corr_connection_seed_0043","20260603_wqexp_v1_connection_seed_0043","SDU Pilot connection_seed 0043","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0044","corr_connection_seed_0044","20260603_wqexp_v1_connection_seed_0044","SDU Pilot connection_seed 0044","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0045","corr_connection_seed_0045","20260603_wqexp_v1_connection_seed_0045","SDU Pilot connection_seed 0045","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0046","corr_connection_seed_0046","20260603_wqexp_v1_connection_seed_0046","SDU Pilot connection_seed 0046","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0047","corr_connection_seed_0047","20260603_wqexp_v1_connection_seed_0047","SDU Pilot connection_seed 0047","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0048","corr_connection_seed_0048","20260603_wqexp_v1_connection_seed_0048","SDU Pilot connection_seed 0048","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0049","corr_connection_seed_0049","20260603_wqexp_v1_connection_seed_0049","SDU Pilot connection_seed 0049","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0050","corr_connection_seed_0050","20260603_wqexp_v1_connection_seed_0050","SDU Pilot connection_seed 0050","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0051","corr_connection_seed_0051","20260603_wqexp_v1_connection_seed_0051","SDU Pilot connection_seed 0051","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0052","corr_connection_seed_0052","20260603_wqexp_v1_connection_seed_0052","SDU Pilot connection_seed 0052","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0053","corr_connection_seed_0053","20260603_wqexp_v1_connection_seed_0053","SDU Pilot connection_seed 0053","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0054","corr_connection_seed_0054","20260603_wqexp_v1_connection_seed_0054","SDU Pilot connection_seed 0054","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0055","corr_connection_seed_0055","20260603_wqexp_v1_connection_seed_0055","SDU Pilot connection_seed 0055","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0056","corr_connection_seed_0056","20260603_wqexp_v1_connection_seed_0056","SDU Pilot connection_seed 0056","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0057","corr_connection_seed_0057","20260603_wqexp_v1_connection_seed_0057","SDU Pilot connection_seed 0057","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0058","corr_connection_seed_0058","20260603_wqexp_v1_connection_seed_0058","SDU Pilot connection_seed 0058","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0059","corr_connection_seed_0059","20260603_wqexp_v1_connection_seed_0059","SDU Pilot connection_seed 0059","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0060","corr_connection_seed_0060","20260603_wqexp_v1_connection_seed_0060","SDU Pilot connection_seed 0060","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0061","corr_connection_seed_0061","20260603_wqexp_v1_connection_seed_0061","SDU Pilot connection_seed 0061","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0062","corr_connection_seed_0062","20260603_wqexp_v1_connection_seed_0062","SDU Pilot connection_seed 0062","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0063","corr_connection_seed_0063","20260603_wqexp_v1_connection_seed_0063","SDU Pilot connection_seed 0063","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0064","corr_connection_seed_0064","20260603_wqexp_v1_connection_seed_0064","SDU Pilot connection_seed 0064","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0065","corr_connection_seed_0065","20260603_wqexp_v1_connection_seed_0065","SDU Pilot connection_seed 0065","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0066","corr_connection_seed_0066","20260603_wqexp_v1_connection_seed_0066","SDU Pilot connection_seed 0066","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0067","corr_connection_seed_0067","20260603_wqexp_v1_connection_seed_0067","SDU Pilot connection_seed 0067","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
"20260603_workqueue_expanded_pilot_dev_v1","connection_seed","SDU.Connection.Seed.Queue","2277b5e7-3f5f-f111-a826-00224805f8f9","20260603_wqexp_v1_connection_seed_0068","corr_connection_seed_0068","20260603_wqexp_v1_connection_seed_0068","SDU Pilot connection_seed 0068","1","true","false","false","delete_workqueueitem_by_uniqueidbyqueue_only_if_explicit_future_rollback_order","aggregate_count_by_batch_and_queue","secret_or_pii_or_wrong_environment_or_duplicate_idempotency_key"
