"table_logical_name","required_field","present","action","workaround","status"
"mon_sdu_connection_instance","mon_batch_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_instance","mon_dispatch_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_instance","mon_dispatched_at","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_instance","mon_dispatch_result","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_instance","mon_ai_assisted","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_instance","mon_ai_validation_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_reference_registry","mon_queue_name","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_reference_registry","mon_queue_item_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_reference_registry","mon_queue_item_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_reference_registry","mon_correlation_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_reference_registry","mon_idempotency_key","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_reference_registry","mon_batch_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_reference_registry","mon_dispatch_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_reference_registry","mon_dispatched_at","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_reference_registry","mon_dispatch_result","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_reference_registry","mon_ai_assisted","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_reference_registry","mon_ai_validation_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_risk","mon_queue_name","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_risk","mon_queue_item_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_risk","mon_queue_item_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_risk","mon_correlation_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_risk","mon_idempotency_key","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_risk","mon_batch_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_risk","mon_dispatch_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_risk","mon_dispatched_at","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_risk","mon_dispatch_result","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_risk","mon_ai_assisted","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_risk","mon_ai_validation_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_secret_boundary","mon_queue_name","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_secret_boundary","mon_queue_item_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_secret_boundary","mon_queue_item_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_secret_boundary","mon_correlation_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_secret_boundary","mon_idempotency_key","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_secret_boundary","mon_batch_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_secret_boundary","mon_dispatch_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_secret_boundary","mon_dispatched_at","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_secret_boundary","mon_dispatch_result","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_secret_boundary","mon_ai_assisted","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_secret_boundary","mon_ai_validation_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_surface","mon_queue_name","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_surface","mon_queue_item_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_surface","mon_queue_item_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_surface","mon_correlation_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_surface","mon_idempotency_key","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_surface","mon_batch_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_surface","mon_dispatch_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_surface","mon_dispatched_at","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_surface","mon_dispatch_result","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_surface","mon_ai_assisted","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_connection_surface","mon_ai_validation_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_deployment_profile","mon_queue_name","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_deployment_profile","mon_queue_item_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_deployment_profile","mon_queue_item_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_deployment_profile","mon_correlation_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_deployment_profile","mon_idempotency_key","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_deployment_profile","mon_batch_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_deployment_profile","mon_dispatch_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_deployment_profile","mon_dispatched_at","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_deployment_profile","mon_dispatch_result","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_deployment_profile","mon_ai_assisted","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_deployment_profile","mon_ai_validation_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_environment","mon_queue_name","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_environment","mon_queue_item_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_environment","mon_queue_item_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_environment","mon_correlation_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_environment","mon_idempotency_key","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_environment","mon_batch_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_environment","mon_dispatch_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_environment","mon_dispatched_at","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_environment","mon_dispatch_result","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_environment","mon_ai_assisted","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_environment","mon_ai_validation_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_environment_variable_registry","mon_queue_name","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_environment_variable_registry","mon_queue_item_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_environment_variable_registry","mon_queue_item_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_environment_variable_registry","mon_correlation_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_environment_variable_registry","mon_idempotency_key","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_environment_variable_registry","mon_batch_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_environment_variable_registry","mon_dispatch_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_environment_variable_registry","mon_dispatched_at","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_environment_variable_registry","mon_dispatch_result","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_environment_variable_registry","mon_ai_assisted","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_environment_variable_registry","mon_ai_validation_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_evidence","mon_queue_name","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_evidence","mon_queue_item_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_evidence","mon_queue_item_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_evidence","mon_correlation_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_evidence","mon_idempotency_key","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_evidence","mon_batch_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_evidence","mon_dispatch_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_evidence","mon_dispatched_at","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_evidence","mon_dispatch_result","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_evidence","mon_ai_assisted","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_evidence","mon_ai_validation_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_import_export_job","mon_queue_name","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_import_export_job","mon_queue_item_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_import_export_job","mon_queue_item_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_import_export_job","mon_correlation_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_import_export_job","mon_idempotency_key","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_import_export_job","mon_batch_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_import_export_job","mon_dispatch_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_import_export_job","mon_dispatched_at","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_import_export_job","mon_dispatch_result","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_import_export_job","mon_ai_assisted","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_import_export_job","mon_ai_validation_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_publisher","mon_queue_name","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_publisher","mon_queue_item_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_publisher","mon_queue_item_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_publisher","mon_correlation_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_publisher","mon_idempotency_key","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_publisher","mon_batch_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_publisher","mon_dispatch_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_publisher","mon_dispatched_at","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_publisher","mon_dispatch_result","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_publisher","mon_ai_assisted","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_publisher","mon_ai_validation_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_readback","mon_queue_name","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_readback","mon_queue_item_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_readback","mon_queue_item_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_readback","mon_correlation_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_readback","mon_idempotency_key","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_readback","mon_batch_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_readback","mon_dispatch_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_readback","mon_dispatched_at","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_readback","mon_dispatch_result","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_readback","mon_ai_assisted","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_readback","mon_ai_validation_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_repository","mon_queue_name","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_repository","mon_queue_item_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_repository","mon_queue_item_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_repository","mon_correlation_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_repository","mon_idempotency_key","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_repository","mon_batch_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_repository","mon_dispatch_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_repository","mon_dispatched_at","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_repository","mon_dispatch_result","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_repository","mon_ai_assisted","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_repository","mon_ai_validation_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_snapshot","mon_queue_name","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_snapshot","mon_queue_item_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_snapshot","mon_queue_item_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_snapshot","mon_correlation_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_snapshot","mon_idempotency_key","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_snapshot","mon_batch_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_snapshot","mon_dispatch_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_snapshot","mon_dispatched_at","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_snapshot","mon_dispatch_result","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_snapshot","mon_ai_assisted","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_snapshot","mon_ai_validation_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_solution","mon_queue_name","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_solution","mon_queue_item_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_solution","mon_queue_item_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_solution","mon_correlation_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_solution","mon_idempotency_key","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_solution","mon_batch_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_solution","mon_dispatch_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_solution","mon_dispatched_at","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_solution","mon_dispatch_result","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_solution","mon_ai_assisted","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_solution","mon_ai_validation_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_solution_component","mon_queue_name","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_solution_component","mon_queue_item_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_solution_component","mon_queue_item_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_solution_component","mon_correlation_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_solution_component","mon_idempotency_key","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_solution_component","mon_batch_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_solution_component","mon_dispatch_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_solution_component","mon_dispatched_at","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_solution_component","mon_dispatch_result","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_solution_component","mon_ai_assisted","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_solution_component","mon_ai_validation_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_source_artifact","mon_queue_name","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_source_artifact","mon_queue_item_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_source_artifact","mon_queue_item_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_source_artifact","mon_correlation_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_source_artifact","mon_idempotency_key","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_source_artifact","mon_batch_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_source_artifact","mon_dispatch_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_source_artifact","mon_dispatched_at","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_source_artifact","mon_dispatch_result","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_source_artifact","mon_ai_assisted","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_source_artifact","mon_ai_validation_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_stop_condition","mon_queue_name","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_stop_condition","mon_queue_item_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_stop_condition","mon_queue_item_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_stop_condition","mon_correlation_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_stop_condition","mon_idempotency_key","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_stop_condition","mon_batch_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_stop_condition","mon_dispatch_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_stop_condition","mon_dispatched_at","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_stop_condition","mon_dispatch_result","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_stop_condition","mon_ai_assisted","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_stop_condition","mon_ai_validation_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_validation_gate","mon_queue_name","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_validation_gate","mon_queue_item_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_validation_gate","mon_queue_item_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_validation_gate","mon_correlation_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_validation_gate","mon_idempotency_key","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_validation_gate","mon_batch_id","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_validation_gate","mon_dispatch_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_validation_gate","mon_dispatched_at","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_validation_gate","mon_dispatch_result","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_validation_gate","mon_ai_assisted","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
"mon_sdu_validation_gate","mon_ai_validation_status","False","do_not_create_column_without_gate","carry_value_in_queue_payload","GAP"
