"file_path","change_type","lane","should_commit","sensitivity","contains_secret_material","source_state","target_commit_group","review_required","notes"
"dataverse/schema/sdu_readback.yml","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"dataverse/schema/sdu_recipe.yml","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"dataverse/schema/sdu_reconciliation_item.yml","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"dataverse/schema/sdu_skill.yml","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"dataverse/schema/sdu_tool.yml","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"dataverse/schema/sdu_validation_gate.yml","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"dataverse/scripts/create_solution_dev.ps1","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"dataverse/scripts/detect_dataverse_drift.py","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"dataverse/scripts/export_dataverse_snapshot.ps1","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"dataverse/scripts/export_solution_dev.ps1","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"dataverse/scripts/generate_readback.py","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"dataverse/scripts/import_seed_data_dev.ps1","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"dataverse/scripts/import_solution_dev.ps1","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"dataverse/scripts/precheck_dataverse_environment.ps1","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"dataverse/scripts/validate_dataverse_manifest.ps1","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"dataverse/validation/DATAVERSE_DRIFT_RULES.md","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"docs/connections/CONNECTION_RECONCILIATION_README.md","added","governance_evidence_closeout","yes","non_sensitive","pending_scan","untracked","docs(governance): add readbacks gates rollback and validation evidence","yes","governance readback/validation evidence"
"docs/connections/CONNECTION_SURFACE_REGISTRY_DECISION.md","added","governance_evidence_closeout","yes","non_sensitive","pending_scan","untracked","docs(governance): add readbacks gates rollback and validation evidence","yes","governance readback/validation evidence"
"docs/connections/SGIN_CANONICO_BOUNDARY_DECISION.md","added","governance_evidence_closeout","yes","non_sensitive","pending_scan","untracked","docs(governance): add readbacks gates rollback and validation evidence","yes","governance readback/validation evidence"
"docs/dataverse/CODEX_DATAVERSE_SYNC_ARCHITECTURE.md","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"docs/dataverse/CODEX_DATAVERSE_SYNC_CONTRACT.md","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"docs/dataverse/DATAVERSE_ALM_DECISION.md","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"docs/dataverse/DATAVERSE_DEV_CONNECTION_SEED_ROLLBACK_PLAN.md","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"docs/dataverse/DATAVERSE_DEV_PROVISIONING_RUNBOOK.md","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"docs/dataverse/DATAVERSE_MATRIX_MIGRATION_DECISION.md","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"docs/dataverse/DATAVERSE_ROLLBACK_PLAN.md","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"docs/dataverse/DATAVERSE_TARGET_ARCHITECTURE.md","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"docs/powerautomate/WORK_QUEUE_FLOW_OPERATING_DESIGN.md","added","powerautomate_work_queue_binding","yes","metadata_only","pending_scan","untracked","feat(powerautomate): bind seeded registry to DEV work queues","yes","Power Automate DEV work queue binding evidence; no live action now"
"docs/powerautomate/WORK_QUEUE_OPERATIONAL_ROLLBACK_PLAN.md","added","powerautomate_work_queue_binding","yes","metadata_only","pending_scan","untracked","feat(powerautomate): bind seeded registry to DEV work queues","yes","Power Automate DEV work queue binding evidence; no live action now"
"docs/versioning/LOCAL_PACKAGE_COMMIT_PLAN.md","added","local_package_versioning_evidence","yes","non_sensitive","pending_scan","untracked","docs(governance): add readbacks gates rollback and validation evidence","yes","local package review/versioning evidence generated by versioning carril"
"matrices/connections/AGENT_CONNECTION_MAPPING.csv","added","connection_registry_seed","yes","metadata_only","pending_scan","untracked","feat(connections): add canonical connection registry dedup and seed prep","yes","connection registry seed/dedup metadata"
"matrices/connections/CONNECTION_CANONICAL_INSTANCE_MATRIX.csv","added","connection_registry_seed","yes","metadata_only","pending_scan","untracked","feat(connections): add canonical connection registry dedup and seed prep","yes","connection registry seed/dedup metadata"
"matrices/connections/CONNECTION_DEDUP_RESULT_MATRIX.csv","added","connection_registry_seed","yes","metadata_only","pending_scan","untracked","feat(connections): add canonical connection registry dedup and seed prep","yes","connection registry seed/dedup metadata"
"matrices/connections/CONNECTION_DEDUP_RULES.csv","added","connection_registry_seed","yes","metadata_only","pending_scan","untracked","feat(connections): add canonical connection registry dedup and seed prep","yes","connection registry seed/dedup metadata"
"matrices/connections/CONNECTION_DUPLICATES_AND_OVERLAPS.csv","added","connection_registry_seed","yes","metadata_only","pending_scan","untracked","feat(connections): add canonical connection registry dedup and seed prep","yes","connection registry seed/dedup metadata"
"matrices/connections/CONNECTION_FALSE_POSITIVE_MATRIX.csv","added","connection_registry_seed","yes","metadata_only","pending_scan","untracked","feat(connections): add canonical connection registry dedup and seed prep","yes","connection registry seed/dedup metadata"
"matrices/connections/CONNECTION_GATE_MATRIX.csv","added","connection_registry_seed","yes","metadata_only","pending_scan","untracked","feat(connections): add canonical connection registry dedup and seed prep","yes","connection registry seed/dedup metadata"
"matrices/connections/CONNECTION_INSTANCE_INVENTORY.csv","added","connection_registry_seed","yes","metadata_only","pending_scan","untracked","feat(connections): add canonical connection registry dedup and seed prep","yes","connection registry seed/dedup metadata"
"matrices/connections/CONNECTION_RISK_MATRIX.csv","added","connection_registry_seed","yes","metadata_only","pending_scan","untracked","feat(connections): add canonical connection registry dedup and seed prep","yes","connection registry seed/dedup metadata"
"matrices/connections/CONNECTION_SECRET_BOUNDARY_MATRIX.csv","added","connection_registry_seed","yes","metadata_only","pending_scan","untracked","feat(connections): add canonical connection registry dedup and seed prep","yes","connection registry seed/dedup metadata"
"matrices/connections/CONNECTION_SURFACE_INVENTORY.csv","added","connection_registry_seed","yes","metadata_only","pending_scan","untracked","feat(connections): add canonical connection registry dedup and seed prep","yes","connection registry seed/dedup metadata"
"matrices/connections/DATAVERSE_CONNECTION_SEED_DECISION_MATRIX.csv","added","connection_registry_seed","yes","metadata_only","pending_scan","untracked","feat(connections): add canonical connection registry dedup and seed prep","yes","connection registry seed/dedup metadata"
"matrices/connections/SGIN_CANONICO_RESOLUTION_MATRIX.csv","added","connection_registry_seed","yes","metadata_only","pending_scan","untracked","feat(connections): add canonical connection registry dedup and seed prep","yes","connection registry seed/dedup metadata"
"matrices/dataverse/DATAVERSE_22_TABLES_OPERATIONAL_STATE.csv","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"matrices/dataverse/DATAVERSE_22_TABLES_TO_WORK_QUEUE_MAPPING.csv","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"matrices/dataverse/DATAVERSE_APPLIED_FIELD_MODEL_DEV.csv","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"matrices/dataverse/DATAVERSE_APPLIED_KEY_MODEL_DEV.csv","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"matrices/dataverse/DATAVERSE_APPLIED_RELATIONSHIP_MODEL_DEV.csv","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"matrices/dataverse/DATAVERSE_APPLIED_TABLE_MODEL_DEV.csv","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"matrices/dataverse/DATAVERSE_CONNECTION_SEED_BATCH_MATRIX.csv","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"matrices/dataverse/DATAVERSE_DEV_CONNECTION_SEED_DRIFT_REPORT.csv","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"matrices/dataverse/DATAVERSE_DEV_ENVIRONMENT_BINDING_MATRIX.csv","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"matrices/dataverse/DATAVERSE_DEV_SEED_BASE_IMPORT_RESULT.csv","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"matrices/dataverse/DATAVERSE_DEV_SEED_EVIDENCE_REUPSERT_RESULT.csv","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"matrices/dataverse/DATAVERSE_DEV_SEED_INSTANCE_BATCH_RESULT.csv","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"matrices/dataverse/DATAVERSE_DEV_SEED_TARGETED_REUPSERT_RESULT.csv","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"matrices/dataverse/DATAVERSE_DEV_SNAPSHOT_EXPORT_SUMMARY.csv","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"matrices/dataverse/DATAVERSE_DRIFT_DETECTION_MATRIX.csv","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"matrices/dataverse/DATAVERSE_QUEUE_BINDING_FIELD_GAP_MATRIX.csv","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"matrices/dataverse/DATAVERSE_QUEUE_BINDING_UPDATE_RESULT.csv","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"matrices/dataverse/MATRIX_DUPLICATES_AND_OVERLAPS.csv","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"matrices/dataverse/MATRIX_INVENTORY.csv","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"matrices/dataverse/MATRIX_MIGRABILITY_ASSESSMENT.csv","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"matrices/dataverse/SOURCE_OF_TRUTH_MATRIX.csv","added","dataverse_dev_metadata_only","yes","metadata_only","pending_scan","untracked","feat(dataverse): add governed DEV metadata-only registry seed","yes","DEV metadata-only manifest/seed/evidence"
"matrices/powerautomate/DATAVERSE_TABLE_TO_WORK_QUEUE_MAPPING.csv","added","powerautomate_work_queue_binding","yes","metadata_only","pending_scan","untracked","feat(powerautomate): bind seeded registry to DEV work queues","yes","Power Automate DEV work queue binding evidence; no live action now"
"matrices/powerautomate/MATRIX_TO_WORK_QUEUE_MAPPING.csv","added","powerautomate_work_queue_binding","yes","metadata_only","pending_scan","untracked","feat(powerautomate): bind seeded registry to DEV work queues","yes","Power Automate DEV work queue binding evidence; no live action now"
"matrices/powerautomate/OPENAI_ASSISTED_DISPATCH_RULE_RECOMMENDATIONS.csv","added","openai_assisted_metadata_only","yes","metadata_only","pending_scan","untracked","feat(openai): add metadata-only assisted classification artifacts","yes","OpenAI assisted metadata-only matrices; no API call now"
"matrices/powerautomate/OPENAI_ASSISTED_WORK_QUEUE_CLASSIFICATION.csv","added","openai_assisted_metadata_only","yes","metadata_only","pending_scan","untracked","feat(openai): add metadata-only assisted classification artifacts","yes","OpenAI assisted metadata-only matrices; no API call now"
"matrices/powerautomate/PARALLEL_WORK_QUEUE_LANE_PLAN.csv","added","powerautomate_work_queue_binding","yes","metadata_only","pending_scan","untracked","feat(powerautomate): bind seeded registry to DEV work queues","yes","Power Automate DEV work queue binding evidence; no live action now"
"matrices/powerautomate/WORK_QUEUE_DATAVERSE_ENTITY_DISCOVERY.csv","added","powerautomate_work_queue_binding","yes","metadata_only","pending_scan","untracked","feat(powerautomate): bind seeded registry to DEV work queues","yes","Power Automate DEV work queue binding evidence; no live action now"
"matrices/powerautomate/WORK_QUEUE_DEV_CREATION_RESULT.csv","added","powerautomate_work_queue_binding","yes","metadata_only","pending_scan","untracked","feat(powerautomate): bind seeded registry to DEV work queues","yes","Power Automate DEV work queue binding evidence; no live action now"
"matrices/powerautomate/WORK_QUEUE_DISPATCH_RULE_MATRIX.csv","added","powerautomate_work_queue_binding","yes","metadata_only","pending_scan","untracked","feat(powerautomate): bind seeded registry to DEV work queues","yes","Power Automate DEV work queue binding evidence; no live action now"
"matrices/powerautomate/WORK_QUEUE_ENVIRONMENT_BINDING_MATRIX.csv","added","powerautomate_work_queue_binding","yes","metadata_only","pending_scan","untracked","feat(powerautomate): bind seeded registry to DEV work queues","yes","Power Automate DEV work queue binding evidence; no live action now"
"matrices/powerautomate/WORK_QUEUE_FLOW_MATRIX.csv","added","powerautomate_work_queue_binding","yes","metadata_only","pending_scan","untracked","feat(powerautomate): bind seeded registry to DEV work queues","yes","Power Automate DEV work queue binding evidence; no live action now"
"matrices/powerautomate/WORK_QUEUE_LIVE_POSTCHECK.csv","added","powerautomate_work_queue_binding","yes","metadata_only","pending_scan","untracked","feat(powerautomate): bind seeded registry to DEV work queues","yes","Power Automate DEV work queue binding evidence; no live action now"
"matrices/powerautomate/WORK_QUEUE_OPERATIONAL_GATE_RESULT.csv","added","powerautomate_work_queue_binding","yes","metadata_only","pending_scan","untracked","feat(powerautomate): bind seeded registry to DEV work queues","yes","Power Automate DEV work queue binding evidence; no live action now"
"matrices/powerautomate/WORK_QUEUE_PILOT_ITEMS.csv","added","powerautomate_work_queue_binding","yes","metadata_only","pending_scan","untracked","feat(powerautomate): bind seeded registry to DEV work queues","yes","Power Automate DEV work queue binding evidence; no live action now"
"matrices/powerautomate/WORK_QUEUE_PILOT_LIVE_POSTCHECK.csv","added","powerautomate_work_queue_binding","yes","metadata_only","pending_scan","untracked","feat(powerautomate): bind seeded registry to DEV work queues","yes","Power Automate DEV work queue binding evidence; no live action now"
"matrices/powerautomate/WORK_QUEUE_PILOT_RESULT.csv","added","powerautomate_work_queue_binding","yes","metadata_only","pending_scan","untracked","feat(powerautomate): bind seeded registry to DEV work queues","yes","Power Automate DEV work queue binding evidence; no live action now"
"matrices/powerautomate/WORK_QUEUE_PRIORITY_MATRIX.csv","added","powerautomate_work_queue_binding","yes","metadata_only","pending_scan","untracked","feat(powerautomate): bind seeded registry to DEV work queues","yes","Power Automate DEV work queue binding evidence; no live action now"
"matrices/powerautomate/WORKQUEUE_FIELD_MODEL.csv","added","powerautomate_work_queue_binding","yes","metadata_only","pending_scan","untracked","feat(powerautomate): bind seeded registry to DEV work queues","yes","Power Automate DEV work queue binding evidence; no live action now"
"matrices/powerautomate/WORKQUEUEITEM_FIELD_MODEL.csv","added","powerautomate_work_queue_binding","yes","metadata_only","pending_scan","untracked","feat(powerautomate): bind seeded registry to DEV work queues","yes","Power Automate DEV work queue binding evidence; no live action now"
"matrices/versioning/LOCAL_PACKAGE_CHANGE_CLASSIFICATION_MATRIX.csv","added","local_package_versioning_evidence","yes","non_sensitive","pending_scan","untracked","docs(governance): add readbacks gates rollback and validation evidence","yes","local package review/versioning evidence generated by versioning carril"
"matrices/versioning/LOCAL_PACKAGE_COMMIT_GROUP_MATRIX.csv","added","local_package_versioning_evidence","yes","non_sensitive","pending_scan","untracked","docs(governance): add readbacks gates rollback and validation evidence","yes","local package review/versioning evidence generated by versioning carril"
"openai/batch/README.md","added","openai_assisted_metadata_only","yes","metadata_only","pending_scan","untracked","feat(openai): add metadata-only assisted classification artifacts","yes","sanitized metadata-only OpenAI assisted artifacts; no API call now"
"openai/batch/work_queue_classification_batch_input.jsonl","added","openai_assisted_metadata_only","yes","metadata_only","pending_scan","untracked","feat(openai): add metadata-only assisted classification artifacts","yes","sanitized metadata-only OpenAI assisted artifacts; no API call now"
"openai/batch/work_queue_classification_batch_manifest.json","added","openai_assisted_metadata_only","yes","metadata_only","pending_scan","untracked","feat(openai): add metadata-only assisted classification artifacts","yes","sanitized metadata-only OpenAI assisted artifacts; no API call now"
"openai/logs/openai_api_redaction_report.csv","added","openai_assisted_metadata_only","yes","metadata_only","pending_scan","untracked","feat(openai): add metadata-only assisted classification artifacts","yes","sanitized metadata-only OpenAI assisted artifacts; no API call now"
"openai/logs/openai_api_usage_summary.csv","added","openai_assisted_metadata_only","yes","metadata_only","pending_scan","untracked","feat(openai): add metadata-only assisted classification artifacts","yes","sanitized metadata-only OpenAI assisted artifacts; no API call now"
"openai/schemas/dispatch_rule_recommendation.schema.json","added","openai_assisted_metadata_only","yes","metadata_only","pending_scan","untracked","feat(openai): add metadata-only assisted classification artifacts","yes","sanitized metadata-only OpenAI assisted artifacts; no API call now"
"openai/schemas/payload_validation_result.schema.json","added","openai_assisted_metadata_only","yes","metadata_only","pending_scan","untracked","feat(openai): add metadata-only assisted classification artifacts","yes","sanitized metadata-only OpenAI assisted artifacts; no API call now"
"openai/schemas/readback_summary.schema.json","added","openai_assisted_metadata_only","yes","metadata_only","pending_scan","untracked","feat(openai): add metadata-only assisted classification artifacts","yes","sanitized metadata-only OpenAI assisted artifacts; no API call now"
"openai/schemas/work_queue_classification.schema.json","added","openai_assisted_metadata_only","yes","metadata_only","pending_scan","untracked","feat(openai): add metadata-only assisted classification artifacts","yes","sanitized metadata-only OpenAI assisted artifacts; no API call now"
"powerplatform/flows/flow-manifest.yml","added","powerautomate_work_queue_binding","yes","metadata_only","pending_scan","untracked","feat(powerautomate): bind seeded registry to DEV work queues","yes","Power Automate DEV work queue binding evidence; no live action now"
"powerplatform/README.md","added","powerplatform_metadata","yes","metadata_only","pending_scan","untracked","feat(powerautomate): bind seeded registry to DEV work queues","yes","Power Platform metadata artifact"
