"index_order","surface_name","surface_kind","base_template","hidden","item_count","default_view_url","operational_cluster","priority_band","use_now","cabina_role","other_cabina_use","relation_shape","upstream_anchor","downstream_anchor","derived_action","next_action","flow_summary","evidence_ref","notes"
"11","LIB_KnowledgeBase","library","101","False","1","/sites/SYS-GobiernoOperativo-PILOTO/LIB_KnowledgeBase/Forms/AllItems.aspx","library","P1","active","support_library","direct_support","support_library_flow","governance core; working lists","agents; boards; readbacks; execution packages","reuse_with_context","keep_in_support_path","Support library feeds reuse, prompts, runbooks, and evidence.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"12","LIB_PilotoPermisosControlados","library","101","False","1","/sites/SYS-GobiernoOperativo-PILOTO/LIB_PilotoPermisosControlados/Forms/AllItems.aspx","library","P1","active","support_library","direct_support","support_library_flow","governance core; working lists","agents; boards; readbacks; execution packages","reuse_with_context","keep_in_support_path","Support library feeds reuse, prompts, runbooks, and evidence.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"13","LIB_Plantillas","library","101","False","1","/sites/SYS-GobiernoOperativo-PILOTO/LIB_Plantillas/Forms/AllItems.aspx","library","P1","active","support_library","direct_support","support_library_flow","governance core; working lists","agents; boards; readbacks; execution packages","reuse_with_context","keep_in_support_path","Support library feeds reuse, prompts, runbooks, and evidence.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"14","LIB_ReplicaOperativa","library","101","False","0","/sites/SYS-GobiernoOperativo-PILOTO/LIB_ReplicaOperativa/Forms/AllItems.aspx","library","P1","active","support_library","direct_support","support_library_flow","governance core; working lists","agents; boards; readbacks; execution packages","reuse_with_context","keep_in_support_path","Support library feeds reuse, prompts, runbooks, and evidence.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"15","LIB_Runbooks","library","101","False","8","/sites/SYS-GobiernoOperativo-PILOTO/LIB_Runbooks/Forms/AllItems.aspx","library","P1","active","support_library","direct_support","support_library_flow","governance core; working lists","agents; boards; readbacks; execution packages","reuse_with_context","keep_in_support_path","Support library feeds reuse, prompts, runbooks, and evidence.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"16","SD_Agentes","list","100","False","14","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SD_Agentes/AllItems.aspx","sdu","P1","active","list","direct_support","supporting_surface_flow","operational base","dependent surfaces","reuse_with_context","keep_in_support_path","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"17","SD_MetadataRegistry","list","100","False","2","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SD_MetadataRegistry/AllItems.aspx","sdu","P1","active","list","direct_support","supporting_surface_flow","operational base","dependent surfaces","reuse_with_context","keep_in_support_path","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"18","SD_OrdenesDeclarativas","list","100","False","1","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SD_OrdenesDeclarativas/AllItems.aspx","sdu","P1","active","list","direct_support","supporting_surface_flow","operational base","dependent surfaces","reuse_with_context","keep_in_support_path","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"19","SD_Repositorios","list","100","False","3","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SD_Repositorios/AllItems.aspx","sdu","P1","active","list","direct_support","supporting_surface_flow","operational base","dependent surfaces","reuse_with_context","keep_in_support_path","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"20","SD_Riesgos","list","100","False","2","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SD_Riesgos/AllItems.aspx","sdu","P1","active","list","direct_support","supporting_surface_flow","operational base","dependent surfaces","reuse_with_context","keep_in_support_path","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"21","SD_VersionesSistema","list","100","False","4","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SD_VersionesSistema/AllItems.aspx","sdu","P1","active","list","direct_support","supporting_surface_flow","operational base","dependent surfaces","reuse_with_context","keep_in_support_path","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"22","SYS_Capacidades","list","100","False","20","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SYS_Capacidades/AllItems.aspx","system","P1","active","system_list","direct_support","system_console_flow","live signals; control bundle","backlog; operational reviews; support surfaces","reuse_with_context","keep_in_support_path","System list concentrates status and operational control.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"23","SYS_FlujosPowerAutomate","list","100","False","7","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SYS_FlujosPowerAutomate/AllItems.aspx","system","P1","active","system_list","direct_support","system_console_flow","live signals; control bundle","backlog; operational reviews; support surfaces","reuse_with_context","keep_in_support_path","System list concentrates status and operational control.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"24","SYS_FlujosTrabajo","list","100","False","14","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SYS_FlujosTrabajo/AllItems.aspx","system","P1","active","system_list","direct_support","system_console_flow","live signals; control bundle","backlog; operational reviews; support surfaces","reuse_with_context","keep_in_support_path","System list concentrates status and operational control.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"25","SYS_Habilidades","list","100","False","20","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SYS_Habilidades/AllItems.aspx","system","P1","active","system_list","direct_support","system_console_flow","live signals; control bundle","backlog; operational reviews; support surfaces","reuse_with_context","keep_in_support_path","System list concentrates status and operational control.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"26","SYS_Sistemas","list","100","False","3","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SYS_Sistemas/Activos.aspx","system","P1","active","system_list","direct_support","system_console_flow","live signals; control bundle","backlog; operational reviews; support surfaces","reuse_with_context","keep_in_support_path","System list concentrates status and operational control.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"27","WB_AprendizajesOperativos","list","100","False","27","/sites/SYS-GobiernoOperativo-PILOTO/Lists/WB_AprendizajesOperativos/AllItems.aspx","worklist","P1","active","working_list","direct_support","working_register_flow","execution outcomes; governance bundle","decisions; risks; learnings; capabilities","reuse_with_context","keep_in_support_path","Working list captures operational evidence and feeds review loops.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","operational learning list; confirmed present in site"
"28","WB_CapacidadesOperativas","list","100","False","21","/sites/SYS-GobiernoOperativo-PILOTO/Lists/WB_CapacidadesOperativas/AllItems.aspx","worklist","P1","active","working_list","direct_support","working_register_flow","execution outcomes; governance bundle","decisions; risks; learnings; capabilities","reuse_with_context","keep_in_support_path","Working list captures operational evidence and feeds review loops.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","capacity list; confirmed present in site"
"29","WB_Riesgos","list","100","False","32","/sites/SYS-GobiernoOperativo-PILOTO/Lists/WB_Riesgos/AllItems.aspx","worklist","P1","active","working_list","direct_support","working_register_flow","execution outcomes; governance bundle","decisions; risks; learnings; capabilities","reuse_with_context","keep_in_support_path","Working list captures operational evidence and feeds review loops.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","risk register; confirmed present in site"
"30","Activos del sitio","library","101","False","4","/sites/SYS-GobiernoOperativo-PILOTO/SiteAssets/Forms/AllItems.aspx","site_surface","P2","review","library","compare_only","document_repository_flow","working outputs; exports; evidence loads","readbacks; snapshots; curated documents","read_before_reuse","read_and_compare_before_use","Document library stores evidence, exports, and curated artifacts.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"31","AGT_Agentes","list","100","False","13","/sites/SYS-GobiernoOperativo-PILOTO/Lists/AGT_Agentes/AllItems.aspx","agent","P2","review","agent_list","compare_only","agent_runtime_flow","agent canon; prompts; skills","agent runs; feedback; guardrails","read_before_reuse","read_and_compare_before_use","Agent list carries runtime identity and dispatch context.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"32","AGT_Feedback","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/AGT_Feedback/AllItems.aspx","agent","P2","review","agent_list","compare_only","agent_runtime_flow","agent canon; prompts; skills","agent runs; feedback; guardrails","read_before_reuse","read_and_compare_before_use","Agent list carries runtime identity and dispatch context.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"33","AGT_Guardrails","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/AGT_Guardrails/AllItems.aspx","agent","P2","review","agent_list","compare_only","agent_runtime_flow","agent canon; prompts; skills","agent runs; feedback; guardrails","read_before_reuse","read_and_compare_before_use","Agent list carries runtime identity and dispatch context.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"34","AGT_Runs","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/AGT_Runs/AllItems.aspx","agent","P2","review","agent_list","compare_only","agent_runtime_flow","agent canon; prompts; skills","agent runs; feedback; guardrails","read_before_reuse","read_and_compare_before_use","Agent list carries runtime identity and dispatch context.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"35","ALT_Alertas","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/ALT_Alertas/Activos.aspx","alerts","P2","review","list","compare_only","supporting_surface_flow","operational base","dependent surfaces","read_before_reuse","read_and_compare_before_use","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"36","AUD_Auditorias","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/AUD_Auditorias/AllItems.aspx","audit","P2","review","audit_list","compare_only","audit_trail_flow","changes; incidents; requests; releases","closeout; evidence; governance review","read_before_reuse","read_and_compare_before_use","Audit list preserves traceability and closure evidence.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"37","Biblioteca de estilos","library","101","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Style Library/Forms/AllItems.aspx","site_surface","P2","review","library","compare_only","document_repository_flow","working outputs; exports; evidence loads","readbacks; snapshots; curated documents","read_before_reuse","read_and_compare_before_use","Document library stores evidence, exports, and curated artifacts.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"38","CHG_Cambios","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/CHG_Cambios/Activos.aspx","change","P2","review","list","compare_only","supporting_surface_flow","operational base","dependent surfaces","read_before_reuse","read_and_compare_before_use","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"39","Detalle de Datos Cargados","list","100","False","10","/sites/SYS-GobiernoOperativo-PILOTO/DetalleDatosCargados/AllItems.aspx","site_surface","P2","review","list","compare_only","supporting_surface_flow","operational base","dependent surfaces","read_before_reuse","read_and_compare_before_use","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"40","Documentos","library","101","False","103","/sites/SYS-GobiernoOperativo-PILOTO/Shared Documents/Forms/AllItems.aspx","site_surface","P2","review","library","compare_only","document_repository_flow","working outputs; exports; evidence loads","readbacks; snapshots; curated documents","read_before_reuse","read_and_compare_before_use","Document library stores evidence, exports, and curated artifacts.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"41","ESC_Escalamientos","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/ESC_Escalamientos/AllItems.aspx","site_surface","P2","review","list","compare_only","supporting_surface_flow","operational base","dependent surfaces","read_before_reuse","read_and_compare_before_use","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"42","EVD_Evidencias","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/EVD_Evidencias/AllItems.aspx","site_surface","P2","review","list","compare_only","supporting_surface_flow","operational base","dependent surfaces","read_before_reuse","read_and_compare_before_use","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"43","INC_Incidentes","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/INC_Incidentes/Activos.aspx","incident","P2","review","list","compare_only","supporting_surface_flow","operational base","dependent surfaces","read_before_reuse","read_and_compare_before_use","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"44","KB_Articulos","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/KB_Articulos/AllItems.aspx","knowledge","P2","review","list","compare_only","supporting_surface_flow","operational base","dependent surfaces","read_before_reuse","read_and_compare_before_use","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"45","KB_ErroresRecurrentes","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/KB_ErroresRecurrentes/AllItems.aspx","knowledge","P2","review","list","compare_only","supporting_surface_flow","operational base","dependent surfaces","read_before_reuse","read_and_compare_before_use","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"46","LIB_DesignSystem","library","101","False","1","/sites/SYS-GobiernoOperativo-PILOTO/LIB_DesignSystem/Forms/AllItems.aspx","library","P2","review","support_library","compare_only","support_library_flow","governance core; working lists","agents; boards; readbacks; execution packages","read_before_reuse","read_and_compare_before_use","Support library feeds reuse, prompts, runbooks, and evidence.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"47","LIB_PuenteDocumental_SGIN","library","101","False","0","/sites/SYS-GobiernoOperativo-PILOTO/LIB_PuenteDocumental_SGIN/Forms/AllItems.aspx","library","P2","review","support_library","compare_only","support_library_flow","governance core; working lists","agents; boards; readbacks; execution packages","read_before_reuse","read_and_compare_before_use","Support library feeds reuse, prompts, runbooks, and evidence.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"48","LIB_VozInstitucional","library","101","False","0","/sites/SYS-GobiernoOperativo-PILOTO/LIB_VozInstitucional/Forms/AllItems.aspx","library","P2","review","support_library","compare_only","support_library_flow","governance core; working lists","agents; boards; readbacks; execution packages","read_before_reuse","read_and_compare_before_use","Support library feeds reuse, prompts, runbooks, and evidence.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"49","NTF_Notificaciones","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/NTF_Notificaciones/AllItems.aspx","notification","P2","review","list","compare_only","supporting_surface_flow","operational base","dependent surfaces","read_before_reuse","read_and_compare_before_use","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"50","Páginas del sitio","other","119","False","5","/sites/SYS-GobiernoOperativo-PILOTO/SitePages/Forms/ByAuthor.aspx","site_surface","P2","review","other","compare_only","supporting_surface_flow","operational base","dependent surfaces","read_before_reuse","read_and_compare_before_use","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"51","Plantillas de formulario","library","101","False","0","/sites/SYS-GobiernoOperativo-PILOTO/FormServerTemplates/Forms/All Forms.aspx","site_surface","P2","review","library","compare_only","document_repository_flow","working outputs; exports; evidence loads","readbacks; snapshots; curated documents","read_before_reuse","read_and_compare_before_use","Document library stores evidence, exports, and curated artifacts.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"52","REG_GitSharePoint_Control","list","100","False","6","/sites/SYS-GobiernoOperativo-PILOTO/Lists/REG_GitSharePoint_Control/Activos por estado.aspx","registry","P2","review","list","compare_only","supporting_surface_flow","operational base","dependent surfaces","read_before_reuse","read_and_compare_before_use","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"53","Registro de Cargas","list","100","False","2","/sites/SYS-GobiernoOperativo-PILOTO/RegistroCargas/AllItems.aspx","site_surface","P2","review","list","compare_only","supporting_surface_flow","operational base","dependent surfaces","read_before_reuse","read_and_compare_before_use","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"54","REL_Releases","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/REL_Releases/AllItems.aspx","release","P2","review","list","compare_only","supporting_surface_flow","operational base","dependent surfaces","read_before_reuse","read_and_compare_before_use","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"55","REQ_Solicitudes","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/REQ_Solicitudes/AllItems.aspx","request","P2","review","list","compare_only","supporting_surface_flow","operational base","dependent surfaces","read_before_reuse","read_and_compare_before_use","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"56","SD_Actas","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SD_Actas/AllItems.aspx","sdu","P2","review","list","compare_only","supporting_surface_flow","operational base","dependent surfaces","read_before_reuse","read_and_compare_before_use","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"57","SD_BitacoraUniversal","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SD_BitacoraUniversal/AllItems.aspx","sdu","P2","review","list","compare_only","supporting_surface_flow","operational base","dependent surfaces","read_before_reuse","read_and_compare_before_use","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"58","SD_Comunicaciones","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SD_Comunicaciones/AllItems.aspx","sdu","P2","review","list","compare_only","supporting_surface_flow","operational base","dependent surfaces","read_before_reuse","read_and_compare_before_use","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"59","SD_EjecucionesAgente","list","100","False","1","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SD_EjecucionesAgente/AllItems.aspx","sdu","P2","active","list","compare_only","supporting_surface_flow","operational base","dependent surfaces","read_before_reuse","read_and_compare_before_use","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"60","SD_EventosDeclarativos","list","100","False","2","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SD_EventosDeclarativos/AllItems.aspx","sdu","P2","review","list","compare_only","supporting_surface_flow","operational base","dependent surfaces","read_before_reuse","read_and_compare_before_use","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"61","SD_Evidencias","list","100","False","2","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SD_Evidencias/AllItems.aspx","sdu","P2","review","list","compare_only","supporting_surface_flow","operational base","dependent surfaces","read_before_reuse","read_and_compare_before_use","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"62","SD_KPIs","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SD_KPIs/AllItems.aspx","sdu","P2","review","list","compare_only","supporting_surface_flow","operational base","dependent surfaces","read_before_reuse","read_and_compare_before_use","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"63","SD_KYC_InventarioDocumental","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SD_KYC_InventarioDocumental/AllItems.aspx","sdu","P2","review","list","compare_only","supporting_surface_flow","operational base","dependent surfaces","read_before_reuse","read_and_compare_before_use","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"64","SD_MedicionesKPI","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SD_MedicionesKPI/AllItems.aspx","sdu","P2","review","list","compare_only","supporting_surface_flow","operational base","dependent surfaces","read_before_reuse","read_and_compare_before_use","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"65","SD_RACI","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SD_RACI/AllItems.aspx","sdu","P2","review","list","compare_only","supporting_surface_flow","operational base","dependent surfaces","read_before_reuse","read_and_compare_before_use","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"66","SD_ReglasEvento","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SD_ReglasEvento/AllItems.aspx","sdu","P2","review","list","compare_only","supporting_surface_flow","operational base","dependent surfaces","read_before_reuse","read_and_compare_before_use","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"67","SEI_Alias","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SEI_Alias/AllItems.aspx","semantics","P2","review","list","compare_only","supporting_surface_flow","operational base","dependent surfaces","read_before_reuse","read_and_compare_before_use","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"68","SEI_CambiosTaxonomicos","list","100","False","0","/sites/SYS-GobiernoOperativo-PILOTO/Lists/SEI_CambiosTaxonomicos/AllItems.aspx","semantics","P2","review","list","compare_only","supporting_surface_flow","operational base","dependent surfaces","read_before_reuse","read_and_compare_before_use","Supporting surface participates in the site flow graph.","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
