"index_order","surface_name","surface_kind","operational_cluster","priority_band","use_now","cabina_role","other_cabina_use","derived_action","next_action","evidence_ref","notes"
"27","WB_AprendizajesOperativos","list","worklist","P1","active","working_list","direct_support","reuse_with_context","keep_in_support_path","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","operational learning list; confirmed present in site"
"28","WB_CapacidadesOperativas","list","worklist","P1","active","working_list","direct_support","reuse_with_context","keep_in_support_path","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","capacity list; confirmed present in site"
"29","WB_Riesgos","list","worklist","P1","active","working_list","direct_support","reuse_with_context","keep_in_support_path","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","risk register; confirmed present in site"
"30","Activos del sitio","library","site_surface","P2","review","library","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"31","AGT_Agentes","list","agent","P2","review","agent_list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"32","AGT_Feedback","list","agent","P2","review","agent_list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"33","AGT_Guardrails","list","agent","P2","review","agent_list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"34","AGT_Runs","list","agent","P2","review","agent_list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"35","ALT_Alertas","list","alerts","P2","review","list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"36","AUD_Auditorias","list","audit","P2","review","audit_list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"37","Biblioteca de estilos","library","site_surface","P2","review","library","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"38","CHG_Cambios","list","change","P2","review","list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"39","Detalle de Datos Cargados","list","site_surface","P2","review","list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"40","Documentos","library","site_surface","P2","review","library","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"41","ESC_Escalamientos","list","site_surface","P2","review","list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"42","EVD_Evidencias","list","site_surface","P2","review","list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"43","INC_Incidentes","list","incident","P2","review","list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"44","KB_Articulos","list","knowledge","P2","review","list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"45","KB_ErroresRecurrentes","list","knowledge","P2","review","list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"46","LIB_DesignSystem","library","library","P2","review","support_library","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"47","LIB_PuenteDocumental_SGIN","library","library","P2","review","support_library","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"48","LIB_VozInstitucional","library","library","P2","review","support_library","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"49","NTF_Notificaciones","list","notification","P2","review","list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"50","Páginas del sitio","other","site_surface","P2","review","other","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"51","Plantillas de formulario","library","site_surface","P2","review","library","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"52","REG_GitSharePoint_Control","list","registry","P2","review","list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"53","Registro de Cargas","list","site_surface","P2","review","list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"54","REL_Releases","list","release","P2","review","list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"55","REQ_Solicitudes","list","request","P2","review","list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"56","SD_Actas","list","sdu","P2","review","list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"57","SD_BitacoraUniversal","list","sdu","P2","review","list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"58","SD_Comunicaciones","list","sdu","P2","review","list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"59","SD_EjecucionesAgente","list","sdu","P2","active","list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"60","SD_EventosDeclarativos","list","sdu","P2","review","list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"61","SD_Evidencias","list","sdu","P2","review","list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"62","SD_KPIs","list","sdu","P2","review","list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"63","SD_KYC_InventarioDocumental","list","sdu","P2","review","list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"64","SD_MedicionesKPI","list","sdu","P2","review","list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"65","SD_RACI","list","sdu","P2","review","list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"66","SD_ReglasEvento","list","sdu","P2","review","list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"67","SEI_Alias","list","semantics","P2","review","list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"68","SEI_CambiosTaxonomicos","list","semantics","P2","review","list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"69","SEI_Conceptos","list","semantics","P2","review","list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"70","SEI_MapeosLocales","list","semantics","P2","review","list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"71","SEI_Namespaces","list","semantics","P2","review","list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"72","SEI_Relaciones","list","semantics","P2","review","list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"73","SEI_Terminos","list","semantics","P2","review","list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"74","SEI_Versiones","list","semantics","P2","review","list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"75","SYS_Ambientes","list","system","P2","review","system_list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"76","SYS_ArtefactosDeclarativos","list","system","P2","review","system_list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"77","SYS_Componentes","list","system","P2","review","system_list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"78","SYS_Conexiones","list","system","P2","review","system_list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"79","SYS_Dependencias","list","system","P2","review","system_list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"80","SYS_ErroresSoluciones","list","system","P2","review","system_list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"81","SYS_HealthChecks","list","system","P2","review","system_list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"82","SYS_Permisos","list","system","P2","review","system_list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"83","SYS_RiesgosSistema","list","system","P2","review","system_list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"84","TRN_CasosPracticos","list","training","P2","review","list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"85","TRN_Modulos","list","training","P2","review","list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"86","TRN_RutasAprendizaje","list","training","P2","review","list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"87","UX_ComponentesVisuales","list","ux","P2","review","list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"88","UX_VistasPatron","list","ux","P2","review","list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"89","VOC_Microcopy","list","voice","P2","review","list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"90","VOC_PlantillasMensajes","list","voice","P2","review","list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"91","WB_MapeoTaxonomico","list","worklist","P2","review","working_list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"92","WB_RevisionSemanal","list","worklist","P2","active","working_list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live name currently uses no underscore; captures the naming drift observed today"
"93","WB_TaxonomiaFederada","list","worklist","P2","review","working_list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"94","WB_ValoresCanonicos","list","worklist","P2","review","working_list","compare_only","read_before_reuse","read_and_compare_before_use","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"95","appdata","other","site_surface","P3","defer","other","defer_or_archive","do_not_use_now","defer_until_gated","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"96","appfiles","other","site_surface","P3","defer","other","defer_or_archive","do_not_use_now","defer_until_gated","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"97","Biblioteca de registros de mantenimiento","other","site_surface","P3","defer","other","defer_or_archive","do_not_use_now","defer_until_gated","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"98","Diseños compuestos","other","site_surface","P3","defer","other","defer_or_archive","do_not_use_now","defer_until_gated","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"99","DO_NOT_DELETE_SPLIST_SITECOLLECTION_AGGREGATED_CONTENTTYPES","list","site_surface","P3","defer","list","defer_or_archive","do_not_use_now","defer_until_gated","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"100","Formularios convertidos","other","site_surface","P3","defer","other","defer_or_archive","do_not_use_now","defer_until_gated","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"101","Galería de elementos web","other","site_surface","P3","defer","other","defer_or_archive","do_not_use_now","defer_until_gated","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"102","Galería de páginas principales","other","site_surface","P3","defer","other","defer_or_archive","do_not_use_now","defer_until_gated","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"103","Galería de plantillas de listas","other","site_surface","P3","defer","other","defer_or_archive","do_not_use_now","defer_until_gated","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"104","Galería de soluciones","other","site_surface","P3","defer","other","defer_or_archive","do_not_use_now","defer_until_gated","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"105","Galería de temas","other","site_surface","P3","defer","other","defer_or_archive","do_not_use_now","defer_until_gated","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"106","Lista de información del usuario","other","site_surface","P3","defer","other","defer_or_archive","do_not_use_now","defer_until_gated","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"107","TaxonomyHiddenList","list","site_surface","P3","defer","list","defer_or_archive","do_not_use_now","defer_until_gated","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
