"execution_order","priority_band","priority_rank","surface_name","surface_kind","item_count","use_now","execution_lane","backlog_value","next_backlog_action","why_now","evidence_ref","notes"
"34","P2","1000","AGT_Runs","list","0","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"35","P2","1000","ALT_Alertas","list","0","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"36","P2","1000","AUD_Auditorias","list","0","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"37","P2","1000","Biblioteca de estilos","library","0","review","library","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"38","P2","1000","CHG_Cambios","list","0","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"39","P2","1000","Detalle de Datos Cargados","list","10","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"40","P2","1000","Documentos","library","103","review","library","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"41","P2","1000","ESC_Escalamientos","list","0","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"42","P2","1000","EVD_Evidencias","list","0","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"43","P2","1000","INC_Incidentes","list","0","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"44","P2","1000","KB_Articulos","list","0","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"45","P2","1000","KB_ErroresRecurrentes","list","0","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"46","P2","1000","LIB_DesignSystem","library","1","review","library","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"47","P2","1000","LIB_PuenteDocumental_SGIN","library","0","review","library","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"48","P2","1000","LIB_VozInstitucional","library","0","review","library","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"49","P2","1000","NTF_Notificaciones","list","0","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"50","P2","1000","Plantillas de formulario","library","0","review","library","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"51","P2","1000","REG_GitSharePoint_Control","list","6","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"52","P2","1000","Registro de Cargas","list","2","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"53","P2","1000","REL_Releases","list","0","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"54","P2","1000","REQ_Solicitudes","list","0","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"55","P2","1000","SD_Actas","list","0","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"56","P2","1000","SD_BitacoraUniversal","list","0","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"57","P2","1000","SD_Comunicaciones","list","0","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"58","P2","1000","SD_EjecucionesAgente","list","1","active","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"59","P2","1000","SD_EventosDeclarativos","list","2","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"60","P2","1000","SD_Evidencias","list","2","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"61","P2","1000","SD_KPIs","list","0","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"62","P2","1000","SD_KYC_InventarioDocumental","list","0","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"63","P2","1000","SD_MedicionesKPI","list","0","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"64","P2","1000","SD_RACI","list","0","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"65","P2","1000","SD_ReglasEvento","list","0","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"66","P2","1000","SEI_Alias","list","0","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"67","P2","1000","SEI_CambiosTaxonomicos","list","0","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"68","P2","1000","SEI_Conceptos","list","0","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"69","P2","1000","SEI_MapeosLocales","list","0","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"70","P2","1000","SEI_Namespaces","list","5","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"71","P2","1000","SEI_Relaciones","list","0","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"72","P2","1000","SEI_Terminos","list","3","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"73","P2","1000","SEI_Versiones","list","0","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"74","P2","1000","SYS_Ambientes","list","0","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"75","P2","1000","SYS_ArtefactosDeclarativos","list","0","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"76","P2","1000","SYS_Componentes","list","0","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"77","P2","1000","SYS_Conexiones","list","0","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"78","P2","1000","SYS_Dependencias","list","0","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"79","P2","1000","SYS_ErroresSoluciones","list","13","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"80","P2","1000","SYS_HealthChecks","list","0","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"81","P2","1000","SYS_Permisos","list","0","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"82","P2","1000","SYS_RiesgosSistema","list","0","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"83","P2","1000","TRN_CasosPracticos","list","0","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"84","P2","1000","TRN_Modulos","list","0","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"85","P2","1000","TRN_RutasAprendizaje","list","0","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"86","P2","1000","UX_ComponentesVisuales","list","0","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"87","P2","1000","UX_VistasPatron","list","0","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"88","P2","1000","VOC_Microcopy","list","0","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"89","P2","1000","VOC_PlantillasMensajes","list","0","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"90","P2","1000","WB_MapeoTaxonomico","list","45","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"91","P2","1000","WB_RevisionSemanal","list","3","active","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live name currently uses no underscore; captures the naming drift observed today"
"92","P2","1000","WB_TaxonomiaFederada","list","16","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"93","P2","1000","WB_ValoresCanonicos","list","14","review","list","medium","read_and_compare_before_use","visible support surface; compare before reuse","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"94","P3","1000","DO_NOT_DELETE_SPLIST_SITECOLLECTION_AGGREGATED_CONTENTTYPES","list","0","defer","list","low","defer_until_gated","hidden or deferred surface","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
"95","P3","1000","TaxonomyHiddenList","list","0","defer","list","low","defer_until_gated","hidden or deferred surface","sharepoint:/sites/SYS-GobiernoOperativo-PILOTO|Get-PnPList","live site surface from current inventory"
