"connection_id","repo","file_path","secret_required","secret_status","allowed_storage","blocked_storage","action","stop_condition"
"conn.d_cabina_universal_root.power_platform_admin.0022","universo-rey/cabina-universal-d",".github/workflows/dataverse-import-dev.manual.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0023","universo-rey/cabina-universal-d",".github/workflows/dataverse-import-dev.manual.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0024","universo-rey/cabina-universal-d",".github/workflows/dataverse-import-dev.manual.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0025","universo-rey/cabina-universal-d",".github/workflows/dataverse-import-dev.manual.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0026","universo-rey/cabina-universal-d",".github/workflows/dataverse-import-dev.manual.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0027","universo-rey/cabina-universal-d",".github/workflows/dataverse-import-dev.manual.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0028","universo-rey/cabina-universal-d",".github/workflows/dataverse-import-dev.manual.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0029","universo-rey/cabina-universal-d",".github/workflows/dataverse-import-dev.manual.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0030","universo-rey/cabina-universal-d",".github/workflows/dataverse-import-dev.manual.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0031","universo-rey/cabina-universal-d",".github/workflows/dataverse-import-dev.manual.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0032","universo-rey/cabina-universal-d",".github/workflows/dataverse-import-dev.manual.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0033","universo-rey/cabina-universal-d",".github/workflows/dataverse-import-dev.manual.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0034","universo-rey/cabina-universal-d",".github/workflows/dataverse-import-dev.manual.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0035","universo-rey/cabina-universal-d",".github/workflows/dataverse-import-dev.manual.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0036","universo-rey/cabina-universal-d",".github/workflows/dataverse-precheck-dev.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0037","universo-rey/cabina-universal-d",".github/workflows/dataverse-precheck-dev.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0038","universo-rey/cabina-universal-d",".github/workflows/dataverse-precheck-dev.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0039","universo-rey/cabina-universal-d",".github/workflows/dataverse-precheck-dev.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0040","universo-rey/cabina-universal-d",".github/workflows/dataverse-precheck-dev.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0041","universo-rey/cabina-universal-d",".github/workflows/dataverse-precheck-dev.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0042","universo-rey/cabina-universal-d",".github/workflows/dataverse-precheck-dev.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0043","universo-rey/cabina-universal-d",".github/workflows/dataverse-precheck-dev.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0044","universo-rey/cabina-universal-d",".github/workflows/dataverse-precheck-dev.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0045","universo-rey/cabina-universal-d",".github/workflows/dataverse-precheck-dev.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0046","universo-rey/cabina-universal-d",".github/workflows/dataverse-precheck-dev.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0047","universo-rey/cabina-universal-d",".github/workflows/dataverse-precheck-dev.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0048","universo-rey/cabina-universal-d",".github/workflows/dataverse-promote-prod.manual.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0049","universo-rey/cabina-universal-d",".github/workflows/dataverse-promote-prod.manual.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0050","universo-rey/cabina-universal-d",".github/workflows/dataverse-promote-prod.manual.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0051","universo-rey/cabina-universal-d",".github/workflows/dataverse-promote-prod.manual.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0052","universo-rey/cabina-universal-d",".github/workflows/dataverse-promote-prod.manual.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0053","universo-rey/cabina-universal-d",".github/workflows/dataverse-promote-test.manual.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0054","universo-rey/cabina-universal-d",".github/workflows/dataverse-promote-test.manual.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0055","universo-rey/cabina-universal-d",".github/workflows/dataverse-promote-test.manual.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0056","universo-rey/cabina-universal-d",".github/workflows/dataverse-promote-test.manual.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0057","universo-rey/cabina-universal-d",".github/workflows/dataverse-promote-test.manual.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0058","universo-rey/cabina-universal-d",".github/workflows/dataverse-validate-manifest.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0059","universo-rey/cabina-universal-d",".github/workflows/dataverse-validate-manifest.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0060","universo-rey/cabina-universal-d",".github/workflows/dataverse-validate-manifest.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0061","universo-rey/cabina-universal-d",".github/workflows/dataverse-validate-manifest.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0062","universo-rey/cabina-universal-d",".github/workflows/dataverse-validate-manifest.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0063","universo-rey/cabina-universal-d",".github/workflows/dataverse-validate-manifest.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0064","universo-rey/cabina-universal-d",".github/workflows/dataverse-validate-manifest.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0065","universo-rey/cabina-universal-d",".github/workflows/dataverse-validate-manifest.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0066","universo-rey/cabina-universal-d",".github/workflows/dataverse-validate-manifest.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0067","universo-rey/cabina-universal-d",".github/workflows/dataverse-validate-manifest.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0068","universo-rey/cabina-universal-d",".github/workflows/dataverse-validate-manifest.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0069","universo-rey/cabina-universal-d",".github/workflows/dataverse-validate-manifest.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0070","universo-rey/cabina-universal-d",".github/workflows/dataverse-validate-manifest.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0071","universo-rey/cabina-universal-d",".github/workflows/dataverse-validate-manifest.yml","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0072","universo-rey/cabina-universal-d","dataverse/data/README.md","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0073","universo-rey/cabina-universal-d","dataverse/data/README.md","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0074","universo-rey/cabina-universal-d","dataverse/data/seed_capabilities.csv","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0075","universo-rey/cabina-universal-d","dataverse/data/seed_capabilities.csv","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0076","universo-rey/cabina-universal-d","dataverse/data/seed_capabilities.csv","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0077","universo-rey/cabina-universal-d","dataverse/data/seed_environments.csv","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0078","universo-rey/cabina-universal-d","dataverse/data/seed_environments.csv","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0079","universo-rey/cabina-universal-d","dataverse/data/seed_matrices.csv","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0080","universo-rey/cabina-universal-d","dataverse/data/seed_matrices.csv","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0081","universo-rey/cabina-universal-d","dataverse/data/seed_matrices.csv","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0082","universo-rey/cabina-universal-d","dataverse/data/seed_matrices.csv","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0083","universo-rey/cabina-universal-d","dataverse/data/seed_matrices.csv","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0084","universo-rey/cabina-universal-d","dataverse/data/seed_matrices.csv","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0085","universo-rey/cabina-universal-d","dataverse/data/seed_matrices.csv","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0086","universo-rey/cabina-universal-d","dataverse/data/seed_matrices.csv","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0087","universo-rey/cabina-universal-d","dataverse/data/seed_matrices.csv","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0088","universo-rey/cabina-universal-d","dataverse/data/seed_validation_gates.csv","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0089","universo-rey/cabina-universal-d","dataverse/data/seed_validation_gates.csv","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
"conn.d_cabina_universal_root.power_platform_admin.0090","universo-rey/cabina-universal-d","dataverse/data/seed_validation_gates.csv","yes","SECRET_REQUIRED_EXTERNALIZED","external_secret_store_or_github_environment_secret_only","repo|readback|matrix|logs|prompt","do_not_materialize_secret","secret_detected_or_secret_required_without_externalization"
