"registry_id","generated_at_utc","tenant_domain","tenant_id_hash","display_name","app_object_hash","app_id_hash","publisher_domain","sign_in_audience","created_date_utc","disabled_by_microsoft_status","is_disabled","owner_read_status","owner_count","owner_domains","owner_hashes","required_resource_count","required_access_count","required_delegated_scope_count","required_application_role_count","required_resource_display_names","app_role_count","exposed_oauth2_scope_count","identifier_uri_count","redirect_uri_count","password_credential_count","password_credential_expired_count","password_credential_expires_30d_count","password_credential_nearest_end_utc","key_credential_count","key_credential_expired_count","key_credential_expires_30d_count","key_credential_nearest_end_utc","visible_service_principal_hash","governance_status","risk_flags","blocked_actions","rollback","stop_condition"
"entra.app.16e3f0176ef4","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Customer Service Onboarding Agent (Microsoft Copilot Studio)","16e3f0176ef4","a2a9a7cd0cff","registronotarial8tdf.com.ar","AzureADMyOrg","01/13/2026 07:20:12","","","READ_OK_SANITIZED","1","","ab59dd9b1613","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","","8b6898652d96","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no app registration create; no app update; no secret read/write; no consent change; no role assignment; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.app.bff550e7fc31","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Customer Service Operations Agent (Microsoft Copilot Studio)","bff550e7fc31","1d04ade65d3f","registronotarial8tdf.com.ar","AzureADMyOrg","01/13/2026 07:16:48","","","READ_OK_SANITIZED","1","","ab59dd9b1613","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","","648e0a9d1027","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no app registration create; no app update; no secret read/write; no consent change; no role assignment; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.app.a46a8712e5c6","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","CustomerServiceKnowledgeHarvest (Microsoft Copilot Studio)","a46a8712e5c6","714df73bb761","registronotarial8tdf.com.ar","AzureADMyOrg","01/13/2026 07:16:10","","","READ_OK_SANITIZED","1","","ab59dd9b1613","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","","924a22f223d7","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no app registration create; no app update; no secret read/write; no consent change; no role assignment; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.app.d7cc1eac0cac","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","D365 Sales - Configuration Agent (Microsoft Copilot Studio)","d7cc1eac0cac","bb69d84135c3","registronotarial8tdf.com.ar","AzureADMyOrg","01/10/2026 02:40:22","","","READ_OK_SANITIZED","1","","ab59dd9b1613","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","","af97468357a1","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no app registration create; no app update; no secret read/write; no consent change; no role assignment; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.app.0c91932f2913","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","D365 Sales - Data Enrichment (Microsoft Copilot Studio)","0c91932f2913","3d7e505401fc","registronotarial8tdf.com.ar","AzureADMyOrg","02/04/2026 07:35:59","","","READ_OK_SANITIZED","1","","ab59dd9b1613","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","","fc9609c0f13f","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no app registration create; no app update; no secret read/write; no consent change; no role assignment; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.app.bd5eceb57830","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","D365 Sales Agent - Company Resolver (Microsoft Copilot Studio)","bd5eceb57830","76dae2d9f024","registronotarial8tdf.com.ar","AzureADMyOrg","01/14/2026 22:27:29","","","READ_OK_SANITIZED","1","","ab59dd9b1613","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","","5629576b25cb","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no app registration create; no app update; no secret read/write; no consent change; no role assignment; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.app.f9f591d6d37c","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","D365 Sales Agent - Competitor (Microsoft Copilot Studio)","f9f591d6d37c","b0a5b7586f8f","registronotarial8tdf.com.ar","AzureADMyOrg","01/15/2026 16:36:19","","","READ_OK_SANITIZED","1","","ab59dd9b1613","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","","2baf11e38491","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no app registration create; no app update; no secret read/write; no consent change; no role assignment; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.app.38d87be97630","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","D365 Sales Agent - Custom Research (Microsoft Copilot Studio)","38d87be97630","b0664007e9c8","registronotarial8tdf.com.ar","AzureADMyOrg","01/14/2026 08:18:36","","","READ_OK_SANITIZED","1","","ab59dd9b1613","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","","e3d7c43aef02","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no app registration create; no app update; no secret read/write; no consent change; no role assignment; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.app.371b1ce82555","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","D365 Sales Agent - Email Validation (Microsoft Copilot Studio)","371b1ce82555","175df958d491","registronotarial8tdf.com.ar","AzureADMyOrg","01/14/2026 09:28:55","","","READ_OK_SANITIZED","1","","ab59dd9b1613","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","","ce1d6b810ecb","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no app registration create; no app update; no secret read/write; no consent change; no role assignment; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.app.f3b376f7c6f3","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","D365 Sales Agent - Engage Autonomous (Microsoft Copilot Studio)","f3b376f7c6f3","1f2d5a739ba1","registronotarial8tdf.com.ar","AzureADMyOrg","01/14/2026 07:47:37","","","READ_OK_SANITIZED","1","","ab59dd9b1613","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","","733daf91a173","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no app registration create; no app update; no secret read/write; no consent change; no role assignment; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.app.992cd6cb179b","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","D365 Sales Agent - Outreach (Microsoft Copilot Studio)","992cd6cb179b","4d341b7c5586","registronotarial8tdf.com.ar","AzureADMyOrg","01/15/2026 00:31:27","","","READ_OK_SANITIZED","1","","ab59dd9b1613","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","","68f87b0c27ec","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no app registration create; no app update; no secret read/write; no consent change; no role assignment; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.app.351f8168b07e","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","D365 Sales Agent - Readiness (Microsoft Copilot Studio)","351f8168b07e","68fd7de3020c","registronotarial8tdf.com.ar","AzureADMyOrg","01/15/2026 14:30:13","","","READ_OK_SANITIZED","1","","ab59dd9b1613","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","","cabe6cdf2b67","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no app registration create; no app update; no secret read/write; no consent change; no role assignment; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.app.9622d60800aa","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","D365 Sales Agent - Research (Microsoft Copilot Studio)","9622d60800aa","040491ca0536","registronotarial8tdf.com.ar","AzureADMyOrg","01/14/2026 08:04:36","","","READ_OK_SANITIZED","1","","ab59dd9b1613","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","","c0bc8efb56ca","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no app registration create; no app update; no secret read/write; no consent change; no role assignment; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.app.c2045acb207b","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","D365 Sales Agent - Stakeholder Research (Microsoft Copilot Studio)","c2045acb207b","095faeb7e905","registronotarial8tdf.com.ar","AzureADMyOrg","01/15/2026 23:45:00","","","READ_OK_SANITIZED","1","","ab59dd9b1613","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","","66f0d1eecf22","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no app registration create; no app update; no secret read/write; no consent change; no role assignment; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.app.16d2395dcd86","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","D365 Sales Agent - Summary Synthesizer (Microsoft Copilot Studio)","16d2395dcd86","cf5d8da05011","registronotarial8tdf.com.ar","AzureADMyOrg","01/14/2026 11:02:36","","","READ_OK_SANITIZED","1","","ab59dd9b1613","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","","2264fe6113c3","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no app registration create; no app update; no secret read/write; no consent change; no role assignment; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.app.2bf1fbe113d6","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","D365 Sales Agent - TCP Prefill Agent (Microsoft Copilot Studio)","2bf1fbe113d6","4bfab461c1e8","registronotarial8tdf.com.ar","AzureADMyOrg","01/14/2026 13:37:20","","","READ_OK_SANITIZED","1","","ab59dd9b1613","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","","3722bc4b0d8c","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no app registration create; no app update; no secret read/write; no consent change; no role assignment; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.app.ea063b6ad26d","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","dise�a agentes (Microsoft Copilot Studio)","ea063b6ad26d","af264701f3be","registronotarial8tdf.com.ar","AzureADMyOrg","11/27/2025 05:36:39","","","READ_OK_SANITIZED","2","registronotarial8tdf.com.ar","ab59dd9b1613;ceffa4b82cad","0","0","0","0","","0","0","0","0","0","0","0","","0","0","0","","c2eb7eb43992","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no app registration create; no app update; no secret read/write; no consent change; no role assignment; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.app.b0de99588be3","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","GPT Enzo","b0de99588be3","5a21a14984e3","registronotarial8tdf.com.ar","AzureADMyOrg","06/24/2025 21:11:41","","","READ_OK_SANITIZED","0","","","2","4","4","0","Microsoft Flow Service;Microsoft Graph","0","0","1","5","1","1","0","","0","0","0","","1d2f66caa551","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","DELEGATED_SCOPE_REQUESTED|EXPIRED_CREDENTIAL_PRESENT|NO_OWNER_VISIBLE|PASSWORD_CREDENTIAL_PRESENT","no app registration create; no app update; no secret read/write; no consent change; no role assignment; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
