"registry_id","generated_at_utc","tenant_domain","tenant_id_hash","grant_hash","client_hash","client_display_name","resource_hash","resource_display_name","principal_hash","consent_type","scope_count","write_scope_count","write_scope_names","scope_names","risk","governance_status","blocked_actions","rollback","stop_condition"
"entra.grant.b8bd92984a6a","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","b8bd92984a6a","26ba2c67f29e","M365 MCP Server for Claude","74bb62be0a27","Microsoft Graph","","AllPrincipals","27","0","","Calendars.Read;Calendars.Read.Shared;Channel.ReadBasic.All;ChannelMessage.Read.All;Chat.Read;Chat.ReadBasic;ChatMember.Read;ChatMessage.Read;email;Files.Read;Files.Read.All;Mail.Read;Mail.Read.Shared;Mail.ReadBasic;MailboxFolder.Read;MailboxItem.Read;offline_access;OnlineMeetingAiInsight.Read.All;OnlineMeetingArtifact.Read.All;OnlineMeetingRecording.Read.All;OnlineMeetings.Read;OnlineMeetingTranscript.Read.All;openid;profile;Sites.Read.All;User.Read;User.ReadBasic.All","LOW_READ_OR_NEUTRAL_SCOPE_ONLY","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.7522efd8bf36","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","7522efd8bf36","50815065410f","SharePoint Online Web Client Extensibility","5e1fcbfe9038","Power BI Service","","AllPrincipals","4","1","UserState.ReadWrite.All","Dataset.Read.All;MLModel.Execute.All;Report.Read.All;UserState.ReadWrite.All","HIGH_WRITE_CAPABLE_SCOPE_PRESENT","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.1a0b3c4d3602","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","1a0b3c4d3602","50815065410f","SharePoint Online Web Client Extensibility","a6b50dae873c","Office 365 Exchange Online","","AllPrincipals","3","0","","Calendars.Read;User.Read;User.ReadBasic.All","LOW_READ_OR_NEUTRAL_SCOPE_ONLY","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.95c208a2afb9","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","95c208a2afb9","50815065410f","SharePoint Online Web Client Extensibility","4c74db359237","Graph Connector Service","","AllPrincipals","2","2","ExternalConnection.ReadWrite.All;Sites.FullControl.All","ExternalConnection.ReadWrite.All;Sites.FullControl.All","HIGH_WRITE_CAPABLE_SCOPE_PRESENT","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.b0fcac89dd4c","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","b0fcac89dd4c","50815065410f","SharePoint Online Web Client Extensibility","ac66862eb990","Office 365 SharePoint Online","","AllPrincipals","4","4","Files.ReadWrite.All;Sites.FullControl.All;Sites.ReadWrite.All;TermStore.ReadWrite.All","Files.ReadWrite.All;Sites.FullControl.All;Sites.ReadWrite.All;TermStore.ReadWrite.All","HIGH_WRITE_CAPABLE_SCOPE_PRESENT","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.1913cb100125","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","1913cb100125","50815065410f","SharePoint Online Web Client Extensibility","b7f023bc9871","PowerApps Service","","AllPrincipals","1","0","","user_impersonation","LOW_READ_OR_NEUTRAL_SCOPE_ONLY","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.716a39e7f8ee","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","716a39e7f8ee","50815065410f","SharePoint Online Web Client Extensibility","74bb62be0a27","Microsoft Graph","","AllPrincipals","31","5","Files.ReadWrite.All;Group-Conversation.ReadWrite.All;Tasks.ReadWrite;TeamsAppInstallation.ReadWriteForTeam;TeamsAppInstallation.ReadWriteSelfForTeam","AppCatalog.Read.All;AppCatalog.Submit;Calendars.Read;Channel.Create;Channel.ReadBasic.All;ChatMember.Read;EduAssignments.ReadBasic;EduRoster.ReadBasic;Files.Read;Files.Read.All;Files.ReadWrite.All;FileStorageContainer.Selected;Group-Conversation.ReadWrite.All;Group.Read.All;GroupMember.Read.All;InformationProtectionPolicy.Read;People.Read;People.Read.All;Presence.Read.All;PrinterShare.ReadBasic.All;PrintJob.Create;PrintJob.ReadBasic;SensitivityLabel.Read;Sites.Read.All;Tasks.ReadWrite;Team.ReadBasic.All;TeamsAppInstallation.ReadWriteForTeam;TeamsAppInstallation.ReadWriteSelfForTeam;TeamsTab.Create;User.Read;User.ReadBasic.All","HIGH_WRITE_CAPABLE_SCOPE_PRESENT","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.4689f80945e2","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","4689f80945e2","50815065410f","SharePoint Online Web Client Extensibility","ddb2a7088039","Microsoft Forms","","AllPrincipals","1","1","Forms.ReadWrite","Forms.ReadWrite","HIGH_WRITE_CAPABLE_SCOPE_PRESENT","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.38f1c80e7e14","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","38f1c80e7e14","50815065410f","SharePoint Online Web Client Extensibility","464794b36d86","Dataverse","","AllPrincipals","1","0","","user_impersonation","LOW_READ_OR_NEUTRAL_SCOPE_ONLY","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.58b5e2ff46f1","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","58b5e2ff46f1","baeaf895be36","Case Enrichment Onboarding Agent (Microsoft Copilot Studio)","484c2433c488","Azure API Connections","","AllPrincipals","1","0","","Runtime.All","LOW_READ_OR_NEUTRAL_SCOPE_ONLY","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.5d5c4536f7f6","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","5d5c4536f7f6","777cd7c56904","Sales Qualification Agent Config Assistant (Microsoft Copilot Studio)","484c2433c488","Azure API Connections","","AllPrincipals","1","0","","Runtime.All","LOW_READ_OR_NEUTRAL_SCOPE_ONLY","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.f586d5b303f9","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","f586d5b303f9","8d1f6bfbb904","Adobe Acrobat Sign","74bb62be0a27","Microsoft Graph","","AllPrincipals","7","0","","email;Mail.Read;offline_access;openid;People.Read;profile;User.Read","LOW_READ_OR_NEUTRAL_SCOPE_ONLY","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.93a0da712e5a","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","93a0da712e5a","007c18d21143","License Agent","74bb62be0a27","Microsoft Graph","","AllPrincipals","1","0","","User.Read","LOW_READ_OR_NEUTRAL_SCOPE_ONLY","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.098b02e3ab10","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","098b02e3ab10","7643462858f6","Actas (Microsoft Copilot Studio)","ac66862eb990","Office 365 SharePoint Online","","AllPrincipals","27","13","AllSites.FullControl;AllSites.Manage;AllSites.Write;EnterpriseResource.Write;Migration.ReadWrite.All;MyFiles.Write;Project.Write;ProjectWebApp.FullControl;SharePointCrossTenantMigration.Manage.All;SitesMetadataAdmin.ReadWrite.All;TenantReports.ReadWrite.All;TermStore.ReadWrite.All;User.ReadWrite.All","AllSites.FullControl;AllSites.Manage;AllSites.Read;AllSites.Write;EnterpriseResource.Read;EnterpriseResource.Write;Migration.Read.All;Migration.ReadWrite.All;MyFiles.Read;MyFiles.Write;Project.Read;Project.Write;ProjectWebApp.FullControl;ProjectWebAppReporting.Read;SharePointCrossTenantMigration.Manage.All;SharePointCrossTenantMigration.Read.All;Sites.Search.All;Sites.Selected;SitesMetadataAdmin.Read.All;SitesMetadataAdmin.ReadWrite.All;TaskStatus.Submit;TenantReports.Read.All;TenantReports.ReadWrite.All;TermStore.Read.All;TermStore.ReadWrite.All;User.Read.All;User.ReadWrite.All","HIGH_WRITE_CAPABLE_SCOPE_PRESENT","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.f23764cedc84","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","f23764cedc84","7643462858f6","Actas (Microsoft Copilot Studio)","74bb62be0a27","Microsoft Graph","","AllPrincipals","1","0","","email","LOW_READ_OR_NEUTRAL_SCOPE_ONLY","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.4915f19c43a5","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","4915f19c43a5","7643462858f6","Actas (Microsoft Copilot Studio)","a6d51a7a9de7","Microsoft Flow Service","","AllPrincipals","8","3","Approvals.Manage.All;Flows.Manage.All;Flows.Write.Plans","Activity.Read.All;Approvals.Manage.All;Approvals.Read.All;Flows.Manage.All;Flows.Read.All;Flows.Read.Plans;Flows.Write.Plans;User","HIGH_WRITE_CAPABLE_SCOPE_PRESENT","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.b992989623bd","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","b992989623bd","7643462858f6","Actas (Microsoft Copilot Studio)","c47327af6cff","Microsoft Rights Management Services","","AllPrincipals","1","0","","user_impersonation","LOW_READ_OR_NEUTRAL_SCOPE_ONLY","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.1acb8d2c9673","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","1acb8d2c9673","7643462858f6","Actas (Microsoft Copilot Studio)","94579a5b9e84","Office 365 Management APIs","","AllPrincipals","3","0","","ActivityFeed.Read;ActivityFeed.ReadDlp;ServiceHealth.Read","LOW_READ_OR_NEUTRAL_SCOPE_ONLY","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.e60b24213d1e","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","e60b24213d1e","34aec89ce810","SGIN-Graph-Planner-Comments","74bb62be0a27","Microsoft Graph","","AllPrincipals","7","2","Group-Conversation.ReadWrite.All;Tasks.ReadWrite","Group-Conversation.Read.All;Group-Conversation.ReadWrite.All;offline_access;openid;profile;Tasks.Read;Tasks.ReadWrite","HIGH_WRITE_CAPABLE_SCOPE_PRESENT","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.56a71bc72dae","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","56a71bc72dae","1252bb0fb127","officeatwork Template Chooser","74bb62be0a27","Microsoft Graph","","AllPrincipals","5","0","","email;offline_access;openid;profile;User.Read","LOW_READ_OR_NEUTRAL_SCOPE_ONLY","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.1da1c354c917","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","1da1c354c917","8def16e03a9d","Adobe Acrobat","ac66862eb990","Office 365 SharePoint Online","","AllPrincipals","1","1","MyFiles.Write","MyFiles.Write","HIGH_WRITE_CAPABLE_SCOPE_PRESENT","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.89dd2a8963ce","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","89dd2a8963ce","8def16e03a9d","Adobe Acrobat","74bb62be0a27","Microsoft Graph","","AllPrincipals","1","0","","User.Read","LOW_READ_OR_NEUTRAL_SCOPE_ONLY","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.9ab14e054daa","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","9ab14e054daa","1c33b424daea","Acrobat web connector","74bb62be0a27","Microsoft Graph","","AllPrincipals","6","1","Files.ReadWrite.All","email;Files.ReadWrite.All;offline_access;openid;profile;User.Read","HIGH_WRITE_CAPABLE_SCOPE_PRESENT","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.820ab7b81107","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","820ab7b81107","b9df31089a9c","ChatGPT","ac66862eb990","Office 365 SharePoint Online","","AllPrincipals","2","0","","AllSites.Read;MyFiles.Read","LOW_READ_OR_NEUTRAL_SCOPE_ONLY","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.e595efbc5b8a","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","e595efbc5b8a","b9df31089a9c","ChatGPT","74bb62be0a27","Microsoft Graph","","AllPrincipals","21","2","Files.ReadWrite.All;Tasks.ReadWrite","Calendars.Read;Channel.Create;Channel.ReadBasic.All;ChannelMessage.Read.All;ChannelMessage.Send;Chat.Create;Chat.Read;ChatMessage.Send;email;Files.Read;Files.Read.All;Files.ReadWrite.All;Mail.Read;offline_access;openid;Sites.Read.All;Tasks.Read;Tasks.ReadWrite;Team.ReadBasic.All;User.Read;User.Read.All","HIGH_WRITE_CAPABLE_SCOPE_PRESENT","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.cc4447edba84","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","cc4447edba84","756b5300ce12","Agent 365 CLI","74bb62be0a27","Microsoft Graph","","AllPrincipals","10","2","AgentIdentityBlueprint.ReadWrite.All;AgentRegistration.ReadWrite.All","AgentIdentity.DeleteRestore.All;AgentIdentity.Read.All;AgentIdentityBlueprint.ReadWrite.All;AgentIdentityBlueprintPrincipal.Create;AgentRegistration.ReadWrite.All;Application.Read.All;offline_access;openid;profile;User.Read","HIGH_WRITE_CAPABLE_SCOPE_PRESENT","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.761137f62e80","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","761137f62e80","756b5300ce12","Agent 365 CLI","c5b7c0b58844","Work IQ Tools","","AllPrincipals","1","0","","McpServers.SharepointLists.All","LOW_READ_OR_NEUTRAL_SCOPE_ONLY","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.grant.2cbb511720c5","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","2cbb511720c5","1d2f66caa551","GPT Enzo","74bb62be0a27","Microsoft Graph","","AllPrincipals","1","0","","User.Read","LOW_READ_OR_NEUTRAL_SCOPE_ONLY","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","no grant create; no grant delete; no grant update; no consent cleanup; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
