"registry_id","generated_at_utc","tenant_domain","tenant_id_hash","display_name","app_display_name","service_principal_hash","app_id_hash","app_owner_organization_hash","service_principal_type","account_enabled","app_role_assignment_required","sign_in_audience","created_date_utc","disabled_by_microsoft_status","is_disabled","visible_as_app_registration","app_role_count","oauth2_permission_scope_count","resource_specific_application_permission_count","notification_email_count","tag_count","password_credential_count","password_credential_expired_count","password_credential_expires_30d_count","password_credential_nearest_end_utc","key_credential_count","key_credential_expired_count","key_credential_expires_30d_count","key_credential_nearest_end_utc","governance_status","risk_flags","blocked_actions","rollback","stop_condition"
"entra.sp.ab2645b5170c","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Adobe Acrobat","Adobe Acrobat","ab2645b5170c","b7a16a3a05f1","eeaa7acdc99d","Application","True","False","AzureADandPersonalMicrosoftAccount","11/17/2025 00:58:09","","","false","0","1","0","0","1","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.987638d24dfb","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Adobe Acrobat - SharePoint","Adobe Acrobat - SharePoint","987638d24dfb","695f8415321a","46e5a99c6d13","Application","True","False","AzureADMultipleOrgs","04/20/2026 21:40:34","","","false","0","0","0","0","1","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.65e476c3304f","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Adobe Acrobat for Microsoft Teams","Adobe Acrobat for Microsoft Teams","65e476c3304f","569b6ffd5714","1e508d8cca20","Application","True","False","AzureADMyOrg","11/17/2025 00:58:44","","","true","0","0","0","0","2","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.fe38adcaa3c6","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Adobe Acrobat for Microsoft Word, Excel, and PowerPoint","Adobe Acrobat for Microsoft Word, Excel, and PowerPoint","fe38adcaa3c6","808271549026","1e508d8cca20","Application","True","False","AzureADMyOrg","03/03/2023 20:35:13","","","true","0","1","0","0","1","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.1ba3426c89ba","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Adobe Acrobat Reader","Adobe Acrobat Reader","1ba3426c89ba","9d2f29574908","46e5a99c6d13","Application","True","False","AzureADandPersonalMicrosoftAccount","03/03/2023 20:58:16","","","false","0","0","0","0","1","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.8d1f6bfbb904","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Adobe Acrobat Sign","Adobe Acrobat Sign","8d1f6bfbb904","97386dd2775f","46e5a99c6d13","Application","True","False","AzureADandPersonalMicrosoftAccount","11/17/2025 00:57:11","","","false","0","1","0","0","1","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.5e1868c5a619","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Adobe Acrobat Sign for Microsoft Outlook","Adobe Acrobat Sign for Microsoft Outlook","5e1868c5a619","b07f679598c0","1e508d8cca20","Application","True","False","AzureADMyOrg","11/17/2025 00:57:38","","","true","0","0","0","0","1","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.19e2d062657c","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Adobe Acrobat Sign for Microsoft Teams and Microsoft 365","Adobe Acrobat Sign for Microsoft Teams and Microsoft 365","19e2d062657c","796821a81902","1e508d8cca20","Application","True","False","AzureADMyOrg","11/17/2025 00:57:41","","","true","0","0","0","0","2","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.07172c8ad97e","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Adobe Acrobat Sign for Microsoft Word and PowerPoint","Adobe Acrobat Sign for Microsoft Word and PowerPoint","07172c8ad97e","b9b9992dd232","1e508d8cca20","Application","True","False","AzureADMyOrg","11/17/2025 00:57:37","","","true","0","0","0","0","1","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.d73fdecb9e40","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Adobe Acrobat Sign for Microsoft365","Adobe Acrobat Sign for Microsoft365","d73fdecb9e40","17c5cd33f886","46e5a99c6d13","Application","True","False","AzureADandPersonalMicrosoftAccount","03/03/2023 20:37:34","","","false","0","0","0","0","1","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.b604e564bdd4","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Adobe Document Cloud","Adobe Document Cloud","b604e564bdd4","825d3fd4cc1f","46e5a99c6d13","Application","True","False","AzureADMultipleOrgs","03/03/2023 20:34:48","","","false","0","1","0","0","1","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.53c3e37df5d2","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Agent (Microsoft Copilot Studio)","","53c3e37df5d2","53c3e37df5d2","","ServiceIdentity","True","False","","12/22/2025 08:56:38","","","false","0","0","0","0","0","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.43a41607f746","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Agent (Microsoft Copilot Studio)","","43a41607f746","43a41607f746","","ServiceIdentity","True","False","","12/12/2025 00:46:49","","","false","0","0","0","0","0","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.de6f4e9cdbee","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Agent (Microsoft Copilot Studio)","","de6f4e9cdbee","de6f4e9cdbee","","ServiceIdentity","True","False","","12/29/2025 00:32:13","","","false","0","0","0","0","0","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.e3c1db4dbf43","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Agent (Microsoft Copilot Studio)","","e3c1db4dbf43","e3c1db4dbf43","","ServiceIdentity","True","False","","12/14/2025 21:00:50","","","false","0","0","0","0","0","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.290a91eb692d","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Agent (Microsoft Copilot Studio)","","290a91eb692d","290a91eb692d","","ServiceIdentity","True","False","","12/11/2025 22:19:15","","","false","0","0","0","0","0","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.f00f8f5659ac","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Agent (Microsoft Copilot Studio)","Agent (Microsoft Copilot Studio)","f00f8f5659ac","e0140a6951bd","1e508d8cca20","Application","True","False","AzureADMyOrg","12/05/2025 20:04:47","","","true","0","0","0","0","5","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.756b5300ce12","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Agent 365 CLI","Agent 365 CLI","756b5300ce12","7e11725ebe1c","1e508d8cca20","Application","True","False","AzureADMyOrg","05/31/2026 01:01:04","","","true","0","0","0","0","0","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.a1f52e7cfd46","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Agente (Microsoft Copilot Studio)","","a1f52e7cfd46","a1f52e7cfd46","","ServiceIdentity","True","False","","12/22/2025 12:29:41","","","false","0","0","0","0","0","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.97a655ff6191","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Agente (Microsoft Copilot Studio)","","97a655ff6191","97a655ff6191","","ServiceIdentity","True","False","","01/11/2026 13:25:36","","","false","0","0","0","0","0","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.7f5ef2867670","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Agente (Microsoft Copilot Studio)","Agente (Microsoft Copilot Studio)","7f5ef2867670","b5505f3c8620","1e508d8cca20","Application","True","False","AzureADMyOrg","04/24/2025 18:50:03","","","true","0","0","0","0","4","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.d182ad5b618a","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Agente 1 (Microsoft Copilot Studio)","Agente 1 (Microsoft Copilot Studio)","d182ad5b618a","c716ae731cab","1e508d8cca20","Application","True","False","AzureADMyOrg","12/22/2025 07:57:06","","","true","0","0","0","0","5","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.10519cc22a78","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Agente Control de Carpeta (Microsoft Copilot Studio)","","10519cc22a78","10519cc22a78","","ServiceIdentity","True","False","","12/14/2025 18:54:44","","","false","0","0","0","0","0","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.7cd116e9c7fe","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Agente de Automatizacin de Altas de Agent (Microsoft Copilot Studio)","","7cd116e9c7fe","7cd116e9c7fe","","ServiceIdentity","True","False","","03/20/2026 03:00:38","","","false","0","0","0","0","0","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.6ffc2977ad4f","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Agente de validacin de cumplimiento legal (Microsoft Copilot Studio)","","6ffc2977ad4f","6ffc2977ad4f","","ServiceIdentity","True","False","","12/16/2025 11:50:29","","","false","0","0","0","0","0","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.017c76727e90","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","All private resources with Global Secure Access","All private resources with Global Secure Access","017c76727e90","574e6c64a853","00c332260d9f","Application","True","False","AzureADMultipleOrgs","12/12/2025 16:19:37","","","false","0","0","0","0","3","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.abdc70d063ff","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","App Protection","App Protection","abdc70d063ff","b3ff1743ee44","00c332260d9f","Application","True","False","AzureADMultipleOrgs","12/05/2022 18:17:26","","","false","0","1","0","0","2","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.74037235398e","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Apple Internet Accounts","Apple Internet Accounts","74037235398e","95a274a0cec1","0e33de1e7cd3","Application","True","False","AzureADandPersonalMicrosoftAccount","04/22/2023 13:32:31","","","false","0","0","0","0","1","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.20a055bcd8be","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Asistente de registro inteligente (Microsoft Copilot Studio)","","20a055bcd8be","20a055bcd8be","","ServiceIdentity","True","False","","12/16/2025 11:50:28","","","false","0","0","0","0","0","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.257bf6c18ef5","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Asistente Formularios Notariales (Microsoft Copilot Studio)","","257bf6c18ef5","257bf6c18ef5","","ServiceIdentity","True","False","","01/27/2026 01:50:52","","","false","0","0","0","0","0","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.d4a97ec445f8","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","ASM Campaign Servicing","ASM Campaign Servicing","d4a97ec445f8","17e498daebd0","00c332260d9f","Application","True","False","AzureADMultipleOrgs","11/17/2024 19:04:06","","True","false","0","0","0","0","0","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.93ec3bacb141","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","AssistAPI","AssistAPI","93ec3bacb141","476ae34940a6","00c332260d9f","Application","True","False","AzureADMultipleOrgs","02/11/2025 15:31:38","","","false","1","2","0","0","2","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.1498d4bd45e2","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Auditor de Escrituraciones (Microsoft Copilot Studio)","Auditor de Escrituraciones (Microsoft Copilot Studio)","1498d4bd45e2","417e713dabff","1e508d8cca20","Application","True","False","AzureADMyOrg","11/20/2025 14:11:28","","","true","0","0","0","0","5","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
"entra.sp.45e99bdbfdf7","2026-06-03T23:37:28.1064961Z","registronotarial8tdf.com.ar","1e508d8cca20","Auditor digital de IA (Microsoft Copilot Studio)","","45e99bdbfdf7","45e99bdbfdf7","","ServiceIdentity","True","False","","12/16/2025 08:17:31","","","false","0","0","0","0","0","0","0","0","","0","0","0","","LIVE_READ_ONLY_INVENTORIED_SANITIZED_CURRENT","","no service principal create; no service principal update; no assignment change; no consent change; no permission mutation","no tenant rollback needed; only delete local sanitized artifact if overbroad","secret_detected|raw_id_persisted|permission_mutation_attempted|tenant_mismatch"
