"execution_id","scope_type","target_id","repository_full_name","local_path","owner_agent","reviewer_agent","execution_mode","codex_cloud_environment_label","codex_cloud_status","discovery_skill_when_needed","capability_preflight","allowed_autonomous_actions","requires_order_for","blocked_actions","required_recipe","required_tool","evidence","validator","status","stop_condition","chain_policy","discovery_policy","authority_policy","evidence_policy","missing_requirement_policy"
"autonomous.agent.court.thot_schema","agent","court.thot_schema","NO_APLICA",".agents\codex\agents\03_CORTE_EJECUTORA\court.thot_schema.md","court.thot_schema","rey.frontier_guardian","local_task_scoped_agent","NO_APLICA","NO_APLICA_LOCAL_AGENT","tcu-descubridor-capacidades",".agents/codex/matrices/CAPABILITY_USE_HARDENING_MATRIX.csv|.agents/codex/tools/local_validate_capability_use_hardening.ps1","read_selected_scope|prepare_plan|edit_assigned_workpaper|run_local_validator|emit_readback|execute_assigned_READ_with_binding|execute_assigned_LOW_with_write_controls|prepare_HIGH_order_when_required","production|permission_change|tenant_identity_change|secret_exposure_materialization_or_rotation|destructive_effect|open_ended_cost|unbounded_bulk|regulated_professional_decision|external_material_communication|scope_escalation|merge_main","secret_materialization|regulated_data_dump|execution_without_required_capability_or_binding|high_effect_without_explicit_authorization","recipe.parallel_agent_operation|recipe.governed_order_preparation|recipe.matrix_recipe_skill_sync","tool.parallel_dispatch_policy_check|tool.local_validate_capability_use_hardening|tool.local_validate_autonomous_agent_execution",".agents/skills/tcu-descubridor-capacidades/SKILL.md|.agents/codex/agents.json|.agents/codex/matrices/AGENT_DEFAULT_SKILL_ASSIGNMENT_MATRIX.csv",".agents/codex/tools/local_validate_autonomous_agent_execution.ps1","ACTIVE_LOCAL_TASK_SCOPED","secret_detected|operation_requirement_unresolved","APPLICABLE_COMPONENTS_ONLY","UNKNOWN_AMBIGUOUS_OR_NEW_ONLY","HIGH_ONLY","OPERATION_RESULT_ONLY","RESOLUTION_REQUIRED_AFFECTED_OPERATION_TIER_PRESERVED"
"autonomous.agent.rey.migration_planner","agent","rey.migration_planner","NO_APLICA",".agents\codex\agents\02_REGISTRO_Y_CARTOGRAFIA\rey.migration_planner.md","rey.migration_planner","rey.frontier_guardian","local_task_scoped_agent","NO_APLICA","NO_APLICA_LOCAL_AGENT","tcu-descubridor-capacidades",".agents/codex/matrices/CAPABILITY_USE_HARDENING_MATRIX.csv|.agents/codex/tools/local_validate_capability_use_hardening.ps1","read_selected_scope|prepare_plan|edit_assigned_workpaper|run_local_validator|emit_readback|execute_assigned_READ_with_binding|execute_assigned_LOW_with_write_controls|prepare_HIGH_order_when_required","production|permission_change|tenant_identity_change|secret_exposure_materialization_or_rotation|destructive_effect|open_ended_cost|unbounded_bulk|regulated_professional_decision|external_material_communication|scope_escalation|merge_main","secret_materialization|regulated_data_dump|execution_without_required_capability_or_binding|high_effect_without_explicit_authorization","recipe.parallel_agent_operation|recipe.governed_order_preparation|recipe.matrix_recipe_skill_sync","tool.parallel_dispatch_policy_check|tool.local_validate_capability_use_hardening|tool.local_validate_autonomous_agent_execution",".agents/skills/tcu-descubridor-capacidades/SKILL.md|.agents/codex/agents.json|.agents/codex/matrices/AGENT_DEFAULT_SKILL_ASSIGNMENT_MATRIX.csv",".agents/codex/tools/local_validate_autonomous_agent_execution.ps1","ACTIVE_LOCAL_TASK_SCOPED","secret_detected|operation_requirement_unresolved","APPLICABLE_COMPONENTS_ONLY","UNKNOWN_AMBIGUOUS_OR_NEW_ONLY","HIGH_ONLY","OPERATION_RESULT_ONLY","RESOLUTION_REQUIRED_AFFECTED_OPERATION_TIER_PRESERVED"
"autonomous.agent.tech.reference_librarian","agent","tech.reference_librarian","NO_APLICA",".agents\codex\agents\05_SOPORTE_TECNICO\tech.reference_librarian.md","tech.reference_librarian","rey.frontier_guardian","local_task_scoped_agent","NO_APLICA","NO_APLICA_LOCAL_AGENT","tcu-descubridor-capacidades",".agents/codex/matrices/CAPABILITY_USE_HARDENING_MATRIX.csv|.agents/codex/tools/local_validate_capability_use_hardening.ps1","read_selected_scope|prepare_plan|edit_assigned_workpaper|run_local_validator|emit_readback|execute_assigned_READ_with_binding|execute_assigned_LOW_with_write_controls|prepare_HIGH_order_when_required","production|permission_change|tenant_identity_change|secret_exposure_materialization_or_rotation|destructive_effect|open_ended_cost|unbounded_bulk|regulated_professional_decision|external_material_communication|scope_escalation|merge_main","secret_materialization|regulated_data_dump|execution_without_required_capability_or_binding|high_effect_without_explicit_authorization","recipe.parallel_agent_operation|recipe.governed_order_preparation|recipe.matrix_recipe_skill_sync","tool.parallel_dispatch_policy_check|tool.local_validate_capability_use_hardening|tool.local_validate_autonomous_agent_execution",".agents/skills/tcu-descubridor-capacidades/SKILL.md|.agents/codex/agents.json|.agents/codex/matrices/AGENT_DEFAULT_SKILL_ASSIGNMENT_MATRIX.csv",".agents/codex/tools/local_validate_autonomous_agent_execution.ps1","ACTIVE_LOCAL_TASK_SCOPED","secret_detected|operation_requirement_unresolved","APPLICABLE_COMPONENTS_ONLY","UNKNOWN_AMBIGUOUS_OR_NEW_ONLY","HIGH_ONLY","OPERATION_RESULT_ONLY","RESOLUTION_REQUIRED_AFFECTED_OPERATION_TIER_PRESERVED"
"autonomous.agent.codex.workspace_guardian","agent","codex.workspace_guardian","NO_APLICA",".agents\codex\agents\05_SOPORTE_TECNICO\codex.workspace_guardian.md","codex.workspace_guardian","rey.frontier_guardian","local_task_scoped_agent","NO_APLICA","NO_APLICA_LOCAL_AGENT","tcu-descubridor-capacidades",".agents/codex/matrices/CAPABILITY_USE_HARDENING_MATRIX.csv|.agents/codex/tools/local_validate_capability_use_hardening.ps1","read_selected_scope|prepare_plan|edit_assigned_workpaper|run_local_validator|emit_readback|execute_assigned_READ_with_binding|execute_assigned_LOW_with_write_controls|prepare_HIGH_order_when_required","production|permission_change|tenant_identity_change|secret_exposure_materialization_or_rotation|destructive_effect|open_ended_cost|unbounded_bulk|regulated_professional_decision|external_material_communication|scope_escalation|merge_main","secret_materialization|regulated_data_dump|execution_without_required_capability_or_binding|high_effect_without_explicit_authorization","recipe.parallel_agent_operation|recipe.governed_order_preparation|recipe.matrix_recipe_skill_sync","tool.parallel_dispatch_policy_check|tool.local_validate_capability_use_hardening|tool.local_validate_autonomous_agent_execution",".agents/skills/tcu-descubridor-capacidades/SKILL.md|.agents/codex/agents.json|.agents/codex/matrices/AGENT_DEFAULT_SKILL_ASSIGNMENT_MATRIX.csv",".agents/codex/tools/local_validate_autonomous_agent_execution.ps1","ACTIVE_LOCAL_TASK_SCOPED","secret_detected|operation_requirement_unresolved","APPLICABLE_COMPONENTS_ONLY","UNKNOWN_AMBIGUOUS_OR_NEW_ONLY","HIGH_ONLY","OPERATION_RESULT_ONLY","RESOLUTION_REQUIRED_AFFECTED_OPERATION_TIER_PRESERVED"
"autonomous.repo.D_CABINA_UNIVERSAL_ROOT","repo","D_CABINA_UNIVERSAL_ROOT","universo-rey/cabina-universal-d","C:/Users/enzo1/Documents/GitHub/cabina-universal-d","rey.control_plane_orchestrator","rey.frontier_guardian","repo_scoped_codex_cloud_or_local_agent","universo-rey/cabina-universal-d","ENVIRONMENT_VISIBLE_READY_NO_DIFF","tcu-descubridor-capacidades",".agents/codex/matrices/CAPABILITY_USE_HARDENING_MATRIX.csv|.agents/codex/tools/local_validate_capability_use_hardening.ps1","repo_readonly_inventory|prepare_codex_branch_plan|run_local_validator|codex_cloud_status|codex_cloud_diff|execute_assigned_READ_with_binding|execute_assigned_LOW_with_write_controls|prepare_HIGH_order_when_required","production|permission_change|tenant_identity_change|secret_exposure_materialization_or_rotation|destructive_effect|open_ended_cost|unbounded_bulk|regulated_professional_decision|external_material_communication|scope_escalation|merge_main","secret_materialization|regulated_data_dump|execution_without_required_capability_or_binding|high_effect_without_explicit_authorization","recipe.codex_cloud_governed_lane|recipe.governed_order_preparation|recipe.github_pr_lifecycle_governed","tool.codex_cloud_cli_readonly|tool.local_validate_capability_use_hardening|tool.local_validate_autonomous_agent_execution","task_e_6a1f119843d4832e9ed821834222c003_ready_no_diff|codex_cloud_list_json",".agents/codex/tools/local_validate_autonomous_agent_execution.ps1","ACTIVE_CODEX_CLOUD_READY","codex_cloud_environment_missing|secret_detected|operation_requirement_unresolved","APPLICABLE_COMPONENTS_ONLY","UNKNOWN_AMBIGUOUS_OR_NEW_ONLY","HIGH_ONLY","OPERATION_RESULT_ONLY","RESOLUTION_REQUIRED_AFFECTED_OPERATION_TIER_PRESERVED"
"autonomous.repo.ORGANIZACION","repo","ORGANIZACION","universo-rey/organizacion","C:/Users/enzo1/Documents/GitHub/organizacion","rey.control_plane_orchestrator","rey.frontier_guardian","repo_scoped_codex_cloud_or_local_agent","universo-rey/organizacion","ENVIRONMENT_VISIBLE_READY_NO_DIFF","tcu-descubridor-capacidades",".agents/codex/matrices/CAPABILITY_USE_HARDENING_MATRIX.csv|.agents/codex/tools/local_validate_capability_use_hardening.ps1","repo_readonly_inventory|prepare_codex_branch_plan|run_local_validator|codex_cloud_status|codex_cloud_diff|execute_assigned_READ_with_binding|execute_assigned_LOW_with_write_controls|prepare_HIGH_order_when_required","production|permission_change|tenant_identity_change|secret_exposure_materialization_or_rotation|destructive_effect|open_ended_cost|unbounded_bulk|regulated_professional_decision|external_material_communication|scope_escalation|merge_main","secret_materialization|regulated_data_dump|execution_without_required_capability_or_binding|high_effect_without_explicit_authorization","recipe.codex_cloud_governed_lane|recipe.governed_order_preparation|recipe.github_pr_lifecycle_governed","tool.codex_cloud_cli_readonly|tool.local_validate_capability_use_hardening|tool.local_validate_autonomous_agent_execution","task_e_6a1f4b4d699c832ea45166ff611319da_ready_no_diff|codex_cloud_status|codex_cloud_list_json",".agents/codex/tools/local_validate_autonomous_agent_execution.ps1","ACTIVE_CODEX_CLOUD_READY","codex_cloud_environment_missing|secret_detected|operation_requirement_unresolved","APPLICABLE_COMPONENTS_ONLY","UNKNOWN_AMBIGUOUS_OR_NEW_ONLY","HIGH_ONLY","OPERATION_RESULT_ONLY","RESOLUTION_REQUIRED_AFFECTED_OPERATION_TIER_PRESERVED"
"autonomous.repo.TORRE_GEMELA_ESCRIBANIA","repo","TORRE_GEMELA_ESCRIBANIA","SeshatSgin/torre-gemela-escribania","C:/Users/enzo1/Documents/GitHub/torre-gemela-escribania","universe.escribania_tower","rey.frontier_guardian","repo_scoped_codex_cloud_or_local_agent","SeshatSgin/torre-gemela-escribania","ENVIRONMENT_VISIBLE_READY_NO_DIFF","tcu-descubridor-capacidades",".agents/codex/matrices/CAPABILITY_USE_HARDENING_MATRIX.csv|.agents/codex/tools/local_validate_capability_use_hardening.ps1","repo_readonly_inventory|prepare_codex_branch_plan|run_local_validator|codex_cloud_status|codex_cloud_diff|execute_assigned_READ_with_binding|execute_assigned_LOW_with_write_controls|prepare_HIGH_order_when_required","production|permission_change|tenant_identity_change|secret_exposure_materialization_or_rotation|destructive_effect|open_ended_cost|unbounded_bulk|regulated_professional_decision|external_material_communication|scope_escalation|merge_main","secret_materialization|regulated_data_dump|execution_without_required_capability_or_binding|high_effect_without_explicit_authorization","recipe.codex_cloud_governed_lane|recipe.governed_order_preparation|recipe.github_pr_lifecycle_governed","tool.codex_cloud_cli_readonly|tool.local_validate_capability_use_hardening|tool.local_validate_autonomous_agent_execution","task_e_6a1f44bae1d8832eb16cef684dcc5048_ready_no_diff|codex_cloud_list_json|CODEX_CLOUD_ENVIRONMENT_INVENTORY_20260602.csv",".agents/codex/tools/local_validate_autonomous_agent_execution.ps1","ACTIVE_CODEX_CLOUD_READY","codex_cloud_environment_missing|secret_detected|operation_requirement_unresolved","APPLICABLE_COMPONENTS_ONLY","UNKNOWN_AMBIGUOUS_OR_NEW_ONLY","HIGH_ONLY","OPERATION_RESULT_ONLY","RESOLUTION_REQUIRED_AFFECTED_OPERATION_TIER_PRESERVED"
"autonomous.repo.TGE_AGENTIC_RUNTIME","repo","TGE_AGENTIC_RUNTIME","SeshatSgin/tge-agentic-runtime-control-escribania","C:/Users/enzo1/Documents/GitHub/tge-agentic-runtime-control-escribania","universe.escribania_tower","rey.frontier_guardian","repo_scoped_codex_cloud_or_local_agent","SeshatSgin/tge-agentic-runtime-control-escribania","ENVIRONMENT_VISIBLE_READY_NO_DIFF","tcu-descubridor-capacidades",".agents/codex/matrices/CAPABILITY_USE_HARDENING_MATRIX.csv|.agents/codex/tools/local_validate_capability_use_hardening.ps1","repo_readonly_inventory|prepare_codex_branch_plan|run_local_validator|codex_cloud_status|codex_cloud_diff|execute_assigned_READ_with_binding|execute_assigned_LOW_with_write_controls|prepare_HIGH_order_when_required","production|permission_change|tenant_identity_change|secret_exposure_materialization_or_rotation|destructive_effect|open_ended_cost|unbounded_bulk|regulated_professional_decision|external_material_communication|scope_escalation|merge_main","secret_materialization|regulated_data_dump|execution_without_required_capability_or_binding|high_effect_without_explicit_authorization","recipe.codex_cloud_governed_lane|recipe.governed_order_preparation|recipe.github_pr_lifecycle_governed","tool.codex_cloud_cli_readonly|tool.local_validate_capability_use_hardening|tool.local_validate_autonomous_agent_execution","task_e_6a1f44bae02c832e9fe54ad8744caeec_ready_no_diff|codex_cloud_list_json|CODEX_CLOUD_ENVIRONMENT_INVENTORY_20260602.csv",".agents/codex/tools/local_validate_autonomous_agent_execution.ps1","ACTIVE_CODEX_CLOUD_READY","codex_cloud_environment_missing|secret_detected|operation_requirement_unresolved","APPLICABLE_COMPONENTS_ONLY","UNKNOWN_AMBIGUOUS_OR_NEW_ONLY","HIGH_ONLY","OPERATION_RESULT_ONLY","RESOLUTION_REQUIRED_AFFECTED_OPERATION_TIER_PRESERVED"
"autonomous.repo.SGIN_CUMPLIMIENTO","repo","SGIN_CUMPLIMIENTO","SeshatSgin/sgin-cumplimiento","C:/Users/enzo1/Documents/GitHub/sgin-cumplimiento","universe.escribania_tower","rey.frontier_guardian","repo_scoped_codex_cloud_or_local_agent","SeshatSgin/sgin-cumplimiento","ENVIRONMENT_VISIBLE_READY_NO_DIFF","tcu-descubridor-capacidades",".agents/codex/matrices/CAPABILITY_USE_HARDENING_MATRIX.csv|.agents/codex/tools/local_validate_capability_use_hardening.ps1","repo_readonly_inventory|prepare_codex_branch_plan|run_local_validator|codex_cloud_status|codex_cloud_diff|execute_assigned_READ_with_binding|execute_assigned_LOW_with_write_controls|prepare_HIGH_order_when_required","production|permission_change|tenant_identity_change|secret_exposure_materialization_or_rotation|destructive_effect|open_ended_cost|unbounded_bulk|regulated_professional_decision|external_material_communication|scope_escalation|merge_main","secret_materialization|regulated_data_dump|execution_without_required_capability_or_binding|high_effect_without_explicit_authorization","recipe.codex_cloud_governed_lane|recipe.governed_order_preparation|recipe.github_pr_lifecycle_governed","tool.codex_cloud_cli_readonly|tool.local_validate_capability_use_hardening|tool.local_validate_autonomous_agent_execution","task_e_6a1f4ee18c3c832eb9f0a6dbc427e65b_ready_no_diff|codex_cloud_list_json|CODEX_CLOUD_ENVIRONMENT_INVENTORY_20260602.csv",".agents/codex/tools/local_validate_autonomous_agent_execution.ps1","ACTIVE_CODEX_CLOUD_READY","codex_cloud_environment_missing|secret_detected|operation_requirement_unresolved","APPLICABLE_COMPONENTS_ONLY","UNKNOWN_AMBIGUOUS_OR_NEW_ONLY","HIGH_ONLY","OPERATION_RESULT_ONLY","RESOLUTION_REQUIRED_AFFECTED_OPERATION_TIER_PRESERVED"
"autonomous.repo.CDF_SOLUCIONES","repo","CDF_SOLUCIONES","SeshatSgin/cdf-soluciones","C:/Users/enzo1/Documents/GitHub/cdf-soluciones","universe.modo_on_tower","rey.frontier_guardian","repo_scoped_codex_cloud_or_local_agent","SeshatSgin/cdf-soluciones","ENVIRONMENT_VISIBLE_READY_NO_DIFF","tcu-descubridor-capacidades",".agents/codex/matrices/CAPABILITY_USE_HARDENING_MATRIX.csv|.agents/codex/tools/local_validate_capability_use_hardening.ps1","repo_readonly_inventory|prepare_codex_branch_plan|run_local_validator|codex_cloud_status|codex_cloud_diff|execute_assigned_READ_with_binding|execute_assigned_LOW_with_write_controls|prepare_HIGH_order_when_required","production|permission_change|tenant_identity_change|secret_exposure_materialization_or_rotation|destructive_effect|open_ended_cost|unbounded_bulk|regulated_professional_decision|external_material_communication|scope_escalation|merge_main","secret_materialization|regulated_data_dump|execution_without_required_capability_or_binding|high_effect_without_explicit_authorization","recipe.codex_cloud_governed_lane|recipe.governed_order_preparation|recipe.github_pr_lifecycle_governed","tool.codex_cloud_cli_readonly|tool.local_validate_capability_use_hardening|tool.local_validate_autonomous_agent_execution","task_e_6a1f449fb378832eb39503e3c5a212bf_ready_no_diff|codex_cloud_list_json|CODEX_CLOUD_ENVIRONMENT_INVENTORY_20260602.csv",".agents/codex/tools/local_validate_autonomous_agent_execution.ps1","ACTIVE_CODEX_CLOUD_READY","codex_cloud_environment_missing|secret_detected|operation_requirement_unresolved","APPLICABLE_COMPONENTS_ONLY","UNKNOWN_AMBIGUOUS_OR_NEW_ONLY","HIGH_ONLY","OPERATION_RESULT_ONLY","RESOLUTION_REQUIRED_AFFECTED_OPERATION_TIER_PRESERVED"
"autonomous.repo.JARA_CONSULTORES","repo","JARA_CONSULTORES","SeshatSgin/jara-consultores","C:/Users/enzo1/Documents/GitHub/jara-consultores","universe.modo_on_tower","rey.frontier_guardian","repo_scoped_codex_cloud_or_local_agent","SeshatSgin/jara-consultores","ENVIRONMENT_VISIBLE_READY_NO_DIFF","tcu-descubridor-capacidades",".agents/codex/matrices/CAPABILITY_USE_HARDENING_MATRIX.csv|.agents/codex/tools/local_validate_capability_use_hardening.ps1","repo_readonly_inventory|prepare_codex_branch_plan|run_local_validator|codex_cloud_status|codex_cloud_diff|execute_assigned_READ_with_binding|execute_assigned_LOW_with_write_controls|prepare_HIGH_order_when_required","production|permission_change|tenant_identity_change|secret_exposure_materialization_or_rotation|destructive_effect|open_ended_cost|unbounded_bulk|regulated_professional_decision|external_material_communication|scope_escalation|merge_main","secret_materialization|regulated_data_dump|execution_without_required_capability_or_binding|high_effect_without_explicit_authorization","recipe.codex_cloud_governed_lane|recipe.governed_order_preparation|recipe.github_pr_lifecycle_governed","tool.codex_cloud_cli_readonly|tool.local_validate_capability_use_hardening|tool.local_validate_autonomous_agent_execution","task_e_6a1f44baf768832e8f022011bbeb2a56_ready_no_diff|codex_cloud_list_json|CODEX_CLOUD_ENVIRONMENT_INVENTORY_20260602.csv",".agents/codex/tools/local_validate_autonomous_agent_execution.ps1","ACTIVE_CODEX_CLOUD_READY","codex_cloud_environment_missing|secret_detected|operation_requirement_unresolved","APPLICABLE_COMPONENTS_ONLY","UNKNOWN_AMBIGUOUS_OR_NEW_ONLY","HIGH_ONLY","OPERATION_RESULT_ONLY","RESOLUTION_REQUIRED_AFFECTED_OPERATION_TIER_PRESERVED"
"autonomous.repo.MODO_ON_FOUNDATION","repo","MODO_ON_FOUNDATION","SeshatSgin/modo-on-foundation","C:/Users/enzo1/Documents/GitHub/modo-on-foundation","universe.modo_on_tower","rey.frontier_guardian","repo_scoped_codex_cloud_or_local_agent","SeshatSgin/modo-on-foundation","ENVIRONMENT_VISIBLE_READY_NO_DIFF","tcu-descubridor-capacidades",".agents/codex/matrices/CAPABILITY_USE_HARDENING_MATRIX.csv|.agents/codex/tools/local_validate_capability_use_hardening.ps1","repo_readonly_inventory|prepare_codex_branch_plan|run_local_validator|codex_cloud_status|codex_cloud_diff|execute_assigned_READ_with_binding|execute_assigned_LOW_with_write_controls|prepare_HIGH_order_when_required","production|permission_change|tenant_identity_change|secret_exposure_materialization_or_rotation|destructive_effect|open_ended_cost|unbounded_bulk|regulated_professional_decision|external_material_communication|scope_escalation|merge_main","secret_materialization|regulated_data_dump|execution_without_required_capability_or_binding|high_effect_without_explicit_authorization","recipe.codex_cloud_governed_lane|recipe.governed_order_preparation|recipe.github_pr_lifecycle_governed","tool.codex_cloud_cli_readonly|tool.local_validate_capability_use_hardening|tool.local_validate_autonomous_agent_execution","environment_id_6a65fbdbf9588191b12419f85916f9c3|task_e_6a65fc042304832ea45831d521546138_ready_files_changed_0|CODEX_CLOUD_ENVIRONMENT_INVENTORY_20260602.csv",".agents/codex/tools/local_validate_autonomous_agent_execution.ps1","ACTIVE_CODEX_CLOUD_READY","codex_cloud_environment_missing|secret_detected|operation_requirement_unresolved","APPLICABLE_COMPONENTS_ONLY","UNKNOWN_AMBIGUOUS_OR_NEW_ONLY","HIGH_ONLY","OPERATION_RESULT_ONLY","RESOLUTION_REQUIRED_AFFECTED_OPERATION_TIER_PRESERVED"
"autonomous.repo.SDU_CANON","repo","SDU_CANON","SeshatSgin/sdu-canon","C:/Users/enzo1/Documents/GitHub/sdu-canon","court.openai_dispatcher","rey.frontier_guardian","repo_scoped_codex_cloud_or_local_agent","SeshatSgin/sdu-canon","ENVIRONMENT_VISIBLE_READY_NO_DIFF","tcu-descubridor-capacidades",".agents/codex/matrices/CAPABILITY_USE_HARDENING_MATRIX.csv|.agents/codex/tools/local_validate_capability_use_hardening.ps1","repo_readonly_inventory|prepare_codex_branch_plan|run_local_validator|codex_cloud_status|codex_cloud_diff|execute_assigned_READ_with_binding|execute_assigned_LOW_with_write_controls|prepare_HIGH_order_when_required","production|permission_change|tenant_identity_change|secret_exposure_materialization_or_rotation|destructive_effect|open_ended_cost|unbounded_bulk|regulated_professional_decision|external_material_communication|scope_escalation|merge_main","secret_materialization|regulated_data_dump|execution_without_required_capability_or_binding|high_effect_without_explicit_authorization","recipe.codex_cloud_governed_lane|recipe.governed_order_preparation|recipe.github_pr_lifecycle_governed","tool.codex_cloud_cli_readonly|tool.local_validate_capability_use_hardening|tool.local_validate_autonomous_agent_execution","environment_id_6a65fbe54dd481918f3774ef76119ca1|task_e_6a65fc0cfb6c832e910939bf07db4098_ready_files_changed_0|CODEX_CLOUD_ENVIRONMENT_INVENTORY_20260602.csv",".agents/codex/tools/local_validate_autonomous_agent_execution.ps1","ACTIVE_CODEX_CLOUD_READY","codex_cloud_environment_missing|secret_detected|operation_requirement_unresolved","APPLICABLE_COMPONENTS_ONLY","UNKNOWN_AMBIGUOUS_OR_NEW_ONLY","HIGH_ONLY","OPERATION_RESULT_ONLY","RESOLUTION_REQUIRED_AFFECTED_OPERATION_TIER_PRESERVED"
"autonomous.repo.SESHAT_BOOTSTRAP","repo","SESHAT_BOOTSTRAP","SeshatSgin/seshat-bootstrap-sdu-cn","C:/Users/enzo1/Documents/GitHub/seshat-bootstrap-sdu-cn","court.openai_dispatcher","rey.frontier_guardian","repo_scoped_codex_cloud_or_local_agent","SeshatSgin/seshat-bootstrap-sdu-cn","ENVIRONMENT_VISIBLE_READY_NO_DIFF","tcu-descubridor-capacidades",".agents/codex/matrices/CAPABILITY_USE_HARDENING_MATRIX.csv|.agents/codex/tools/local_validate_capability_use_hardening.ps1","repo_readonly_inventory|prepare_codex_branch_plan|run_local_validator|codex_cloud_status|codex_cloud_diff|execute_assigned_READ_with_binding|execute_assigned_LOW_with_write_controls|prepare_HIGH_order_when_required","production|permission_change|tenant_identity_change|secret_exposure_materialization_or_rotation|destructive_effect|open_ended_cost|unbounded_bulk|regulated_professional_decision|external_material_communication|scope_escalation|merge_main","secret_materialization|regulated_data_dump|execution_without_required_capability_or_binding|high_effect_without_explicit_authorization","recipe.codex_cloud_governed_lane|recipe.governed_order_preparation|recipe.github_pr_lifecycle_governed","tool.codex_cloud_cli_readonly|tool.local_validate_capability_use_hardening|tool.local_validate_autonomous_agent_execution","task_e_6a1f44d350a4832eae44f048539ca357_ready_no_diff|codex_cloud_list_json|CODEX_CLOUD_ENVIRONMENT_INVENTORY_20260602.csv",".agents/codex/tools/local_validate_autonomous_agent_execution.ps1","ACTIVE_CODEX_CLOUD_READY","codex_cloud_environment_missing|secret_detected|operation_requirement_unresolved","APPLICABLE_COMPONENTS_ONLY","UNKNOWN_AMBIGUOUS_OR_NEW_ONLY","HIGH_ONLY","OPERATION_RESULT_ONLY","RESOLUTION_REQUIRED_AFFECTED_OPERATION_TIER_PRESERVED"
"autonomous.repo.SGIN","repo","SGIN","universo-rey/Sgin","C:/Users/enzo1/Documents/GitHub/Sgin","court.openai_dispatcher","rey.frontier_guardian","repo_scoped_codex_cloud_or_local_agent","Sgin","ENVIRONMENT_VISIBLE_READY_NO_DIFF","tcu-descubridor-capacidades",".agents/codex/matrices/CAPABILITY_USE_HARDENING_MATRIX.csv|.agents/codex/tools/local_validate_capability_use_hardening.ps1","repo_readonly_inventory|prepare_codex_branch_plan|run_local_validator|codex_cloud_status|codex_cloud_diff|execute_assigned_READ_with_binding|execute_assigned_LOW_with_write_controls|prepare_HIGH_order_when_required","production|permission_change|tenant_identity_change|secret_exposure_materialization_or_rotation|destructive_effect|open_ended_cost|unbounded_bulk|regulated_professional_decision|external_material_communication|scope_escalation|merge_main","secret_materialization|regulated_data_dump|execution_without_required_capability_or_binding|high_effect_without_explicit_authorization","recipe.codex_cloud_governed_lane|recipe.governed_order_preparation|recipe.github_pr_lifecycle_governed","tool.codex_cloud_cli_readonly|tool.local_validate_capability_use_hardening|tool.local_validate_autonomous_agent_execution","task_e_6a1f144bfee4832ebe5523def080f921_ready_no_diff|codex_cloud_list_json",".agents/codex/tools/local_validate_autonomous_agent_execution.ps1","ACTIVE_CODEX_CLOUD_READY","codex_cloud_environment_missing|secret_detected|operation_requirement_unresolved","APPLICABLE_COMPONENTS_ONLY","UNKNOWN_AMBIGUOUS_OR_NEW_ONLY","HIGH_ONLY","OPERATION_RESULT_ONLY","RESOLUTION_REQUIRED_AFFECTED_OPERATION_TIER_PRESERVED"
"autonomous.repo.TCU_AGENTIC_RUNTIME","repo","TCU_AGENTIC_RUNTIME","SeshatSgin/tcu-agentic-runtime-control","C:/Users/enzo1/Documents/GitHub/tcu-agentic-runtime-control","court.openai_dispatcher","rey.frontier_guardian","repo_scoped_codex_cloud_or_local_agent","SeshatSgin/tcu-agentic-runtime-control","ENVIRONMENT_VISIBLE_READY_NO_DIFF","tcu-descubridor-capacidades",".agents/codex/matrices/CAPABILITY_USE_HARDENING_MATRIX.csv|.agents/codex/tools/local_validate_capability_use_hardening.ps1","repo_readonly_inventory|prepare_codex_branch_plan|run_local_validator|codex_cloud_status|codex_cloud_diff|execute_assigned_READ_with_binding|execute_assigned_LOW_with_write_controls|prepare_HIGH_order_when_required","production|permission_change|tenant_identity_change|secret_exposure_materialization_or_rotation|destructive_effect|open_ended_cost|unbounded_bulk|regulated_professional_decision|external_material_communication|scope_escalation|merge_main","secret_materialization|regulated_data_dump|execution_without_required_capability_or_binding|high_effect_without_explicit_authorization","recipe.codex_cloud_governed_lane|recipe.governed_order_preparation|recipe.github_pr_lifecycle_governed","tool.codex_cloud_cli_readonly|tool.local_validate_capability_use_hardening|tool.local_validate_autonomous_agent_execution","task_e_6a1f44d34a58832e89c7c72b0e56f45f_ready_no_diff|codex_cloud_list_json|CODEX_CLOUD_ENVIRONMENT_INVENTORY_20260602.csv",".agents/codex/tools/local_validate_autonomous_agent_execution.ps1","ACTIVE_CODEX_CLOUD_READY","codex_cloud_environment_missing|secret_detected|operation_requirement_unresolved","APPLICABLE_COMPONENTS_ONLY","UNKNOWN_AMBIGUOUS_OR_NEW_ONLY","HIGH_ONLY","OPERATION_RESULT_ONLY","RESOLUTION_REQUIRED_AFFECTED_OPERATION_TIER_PRESERVED"
