"canonical_id","seed_batch_id","source_system","source_path","status","connection_canonical_id","evidence_hash","evidence_type","gate_required","stop_condition"
"evidence.conn_canon_000044","20260603_connection_seed_dev_v1","connection_registry_local","03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/CONTRIBUTING.md","seed_now","conn_canon_000044","0c55ae81f7c023fdc0de719608a0329cc5cadc0504f8d73d27dcd8375b8cc173","metadata_pointer_only","GATE_MICROSOFT_LIVE_GOVERNED_ORDER","microsoft_live_requested_without_governed_order"
"evidence.conn_canon_000045","20260603_connection_seed_dev_v1","connection_registry_local","03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/docs/03_PRINCIPIOS_DE_SOBERANIA_Y_FEDERACION.md","seed_now","conn_canon_000045","88bf059bbd08dd7a0ddf436f32e34448380e0cc43aa7051cf4b7f7c245e8b25d","metadata_pointer_only","GATE_MICROSOFT_LIVE_GOVERNED_ORDER","microsoft_live_requested_without_governed_order"
"evidence.conn_canon_000046","20260603_connection_seed_dev_v1","connection_registry_local","03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/docs/04_MODELO_DE_AUTORIDAD_Y_DELEGACION.md","seed_now","conn_canon_000046","9911c87082a4f21275ff45c94e63ee0b704c3e94c7509aaa5120e24d0940ed87","metadata_pointer_only","GATE_MICROSOFT_LIVE_GOVERNED_ORDER","microsoft_live_requested_without_governed_order"
"evidence.conn_canon_000047","20260603_connection_seed_dev_v1","connection_registry_local","03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/docs/06_MODELO_DE_EVENTOS_DECLARATIVOS.md","seed_now","conn_canon_000047","668fc3d83b40733dad83539b64f295d461ce09e07dfad3ffde3f3f43dd91b2c1","metadata_pointer_only","GATE_MICROSOFT_LIVE_GOVERNED_ORDER","microsoft_live_requested_without_governed_order"
"evidence.conn_canon_000048","20260603_connection_seed_dev_v1","connection_registry_local","03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/docs/11_GLOSARIO_SDU.md","seed_now","conn_canon_000048","21b5adb1089b6151a18ece1c0d6157eb56cb1deee1b0e33844adc3d97235050f","metadata_pointer_only","GATE_MICROSOFT_LIVE_GOVERNED_ORDER","microsoft_live_requested_without_governed_order"
"evidence.conn_canon_000049","20260603_connection_seed_dev_v1","connection_registry_local","03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/docs/13_MATRIZ_ENTRADAS_TENANT.md","seed_now","conn_canon_000049","8f51ae1be003a83e0973425c145b0fc60551f70db84ff701815ef2725322d354","metadata_pointer_only","GATE_MICROSOFT_LIVE_GOVERNED_ORDER","microsoft_live_requested_without_governed_order"
"evidence.conn_canon_000050","20260603_connection_seed_dev_v1","connection_registry_local","03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/ECOSISTEMA.md","seed_now","conn_canon_000050","dad4de4795cf637e9a3b8b9d320f022cc47b1bbef9185c2370a4a99a397405f9","metadata_pointer_only","GATE_MICROSOFT_LIVE_GOVERNED_ORDER","microsoft_live_requested_without_governed_order"
"evidence.conn_canon_000051","20260603_connection_seed_dev_v1","connection_registry_local","03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/README.md","seed_now","conn_canon_000051","ee58da6d1996dcdcb37a3dac99aa58b47cf24708944e96f2a25ba625c23ba5cb","metadata_pointer_only","GATE_MICROSOFT_LIVE_GOVERNED_ORDER","microsoft_live_requested_without_governed_order"
"evidence.conn_canon_000052","20260603_connection_seed_dev_v1","connection_registry_local","03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/schemas/matriz-entradas-tenant.schema.yaml","seed_now","conn_canon_000052","681e4b68c0ddc2661b4c8510c3463edb922ef32478724154e83cd0e6028ba932","metadata_pointer_only","GATE_MICROSOFT_LIVE_GOVERNED_ORDER","microsoft_live_requested_without_governed_order"
"evidence.conn_canon_000053","20260603_connection_seed_dev_v1","connection_registry_local","03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/schemas/README.md","seed_now","conn_canon_000053","213dcedd2f4d1d1a94fcceb42e89f8c7b132ca22b348a1208646fd2afd93dff9","metadata_pointer_only","GATE_MICROSOFT_LIVE_GOVERNED_ORDER","microsoft_live_requested_without_governed_order"
"evidence.conn_canon_000054","20260603_connection_seed_dev_v1","connection_registry_local","03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/tests/fixtures/validation/matriz-entradas-tenant/invalid/bad-clase-dictamen.yaml","seed_now","conn_canon_000054","d38d510aa7d1f797235abfb8d03fdf822dc8e53c7ea23ca809410e3a3f37278b","metadata_pointer_only","GATE_MICROSOFT_LIVE_GOVERNED_ORDER","microsoft_live_requested_without_governed_order"
"evidence.conn_canon_000055","20260603_connection_seed_dev_v1","connection_registry_local","03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/tests/fixtures/validation/matriz-entradas-tenant/invalid/bad-clase-entrada.yaml","seed_now","conn_canon_000055","c290aae9693e63300e1f7532a4b5fecec864ecde0bc4d962a2750c54ddabd160","metadata_pointer_only","GATE_MICROSOFT_LIVE_GOVERNED_ORDER","microsoft_live_requested_without_governed_order"
"evidence.conn_canon_000056","20260603_connection_seed_dev_v1","connection_registry_local","03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/tests/fixtures/validation/matriz-entradas-tenant/valid/base.yaml","seed_now","conn_canon_000056","abe8b82cd39990ebcafc67c3a402e7c11ad277e6a603ecc6a08f58205aa7bda0","metadata_pointer_only","GATE_MICROSOFT_LIVE_GOVERNED_ORDER","microsoft_live_requested_without_governed_order"
"evidence.conn_canon_000057","20260603_connection_seed_dev_v1","connection_registry_local","03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/tests/test_context_anchors.py","seed_now","conn_canon_000057","aaa7b01ddd43ed81a29fbb510badcbc20626e70e506c7a484295f58438fd0f7b","metadata_pointer_only","GATE_POWER_PLATFORM_DEV_TARGET_EXPLICIT","dataverse_apply_without_explicit_sandbox_or_default_as_dev"
"evidence.conn_canon_000058","20260603_connection_seed_dev_v1","connection_registry_local","03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/tests/test_context_anchors.py","seed_now","conn_canon_000058","a4d9a0010e4752ec7a91cd349e9211a07c7bb1bad3dfabe9dfecac9189b2c9c8","metadata_pointer_only","GATE_MICROSOFT_LIVE_GOVERNED_ORDER","microsoft_live_requested_without_governed_order"
"evidence.conn_canon_000059","20260603_connection_seed_dev_v1","connection_registry_local","03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/tests/test_validate_sdu.py","seed_now","conn_canon_000059","7283367c8be2f079d5492ea2c0a8388694ad1e546af2c86a2a7fcc792047bac0","metadata_pointer_only","GATE_MICROSOFT_LIVE_GOVERNED_ORDER","microsoft_live_requested_without_governed_order"
"evidence.conn_canon_000060","20260603_connection_seed_dev_v1","connection_registry_local","03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/sdu-canon/tools/validate_sdu.py","seed_now","conn_canon_000060","9e070ec56d7a7096f562a10dfdea0e716f1bba832ce42f80da8a6ad7003fd233","metadata_pointer_only","GATE_MICROSOFT_LIVE_GOVERNED_ORDER","microsoft_live_requested_without_governed_order"
"evidence.conn_canon_000061","20260603_connection_seed_dev_v1","connection_registry_local","03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/seshat-bootstrap-sdu-cn/.devcontainer/devcontainer.json","seed_now","conn_canon_000061","ac7e016ea38abaef796f759ad19b26fc239dcd15fb7bf6976f691d667ded672f","metadata_pointer_only","GATE_MICROSOFT_LIVE_GOVERNED_ORDER","microsoft_live_requested_without_governed_order"
"evidence.conn_canon_000062","20260603_connection_seed_dev_v1","connection_registry_local","03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/seshat-bootstrap-sdu-cn/AGENTS.md","seed_now","conn_canon_000062","44987cc4818ab46c4e15beea706b4160b04c301a12c0f30508bf57ecad7eaf6d","metadata_pointer_only","GATE_POWER_PLATFORM_DEV_TARGET_EXPLICIT","dataverse_apply_without_explicit_sandbox_or_default_as_dev"
"evidence.conn_canon_000064","20260603_connection_seed_dev_v1","connection_registry_local","03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/seshat-bootstrap-sdu-cn/agents/rah_heraldo_canonico_instruction.md","seed_now","conn_canon_000064","a5c8e0e78d6545b17ffd88ecb0decb04b20cd5a27274764804ec8ab40d6a431a","metadata_pointer_only","GATE_MICROSOFT_LIVE_GOVERNED_ORDER","microsoft_live_requested_without_governed_order"
"evidence.conn_canon_000065","20260603_connection_seed_dev_v1","connection_registry_local","03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/seshat-bootstrap-sdu-cn/agents/sdu_cn/manifests/anubis_gate.manifest.yaml","seed_now","conn_canon_000065","ea8b8d45b17111a4b05cd1cc9ed853541f44cc382db2b735c07e59f082cf88d7","metadata_pointer_only","GATE_MICROSOFT_LIVE_GOVERNED_ORDER","microsoft_live_requested_without_governed_order"
"evidence.conn_canon_000066","20260603_connection_seed_dev_v1","connection_registry_local","03_CORTE_EJECUTORA_DEL_REY/10_REPOS/02_ACTIVE/seshat-bootstrap-sdu-cn/agents/sdu_cn/manifests/horus_riesgo.manifest.yaml","seed_now","conn_canon_000066","2fee9325cf68de917c476bdd83e020d935f88348f15e948e57896a3bf1b48c95","metadata_pointer_only","GATE_MICROSOFT_LIVE_GOVERNED_ORDER","microsoft_live_requested_without_governed_order"
