"canonical_id","source_system","source_path","status","sha256","row_count","domain"
"local_skill_catalog","github_repo",".agents/codex/matrices/LOCAL_SKILL_CATALOG.csv","CANDIDATE_METADATA_ONLY","990af43cd62038d729a96534ab573d7594bcab344fabb79af10579b36b1ff9ae","49","capability_control_plane"
"matrix_index","github_repo",".agents/codex/matrices/MATRIX_INDEX.csv","CANDIDATE_METADATA_ONLY","c0a01871469a14f9ba0c802e9a12296c560094422dc52630ede8cf8b6639b8d6","106","governance_matrix"
"matrix_to_agent_capability_reconciliation_20260603","github_repo",".agents/codex/matrices/MATRIX_TO_AGENT_CAPABILITY_RECONCILIATION_20260603.csv","CANDIDATE_METADATA_ONLY","69b4521c1fde41e59c8046d1a21e9e60ca276813062548b8871f6131761b1b15","27","capability_control_plane"
"microsoft_next_lane_execution_matrix_20260602","github_repo",".agents/codex/matrices/MICROSOFT_NEXT_LANE_EXECUTION_MATRIX_20260602.csv","CANDIDATE_METADATA_ONLY","35193696e04a1a80cf0a670f43896eba7780bdfef2cfec5db04a59fd978027dc","7","governance_matrix"
"openai_two_wave_adoption_matrix_20260602","github_repo",".agents/codex/matrices/OPENAI_TWO_WAVE_ADOPTION_MATRIX_20260602.csv","CANDIDATE_METADATA_ONLY","6871f517a333f898a8900da2de8598e24b33f9560b61ade42c376ce67056c664","12","governance_matrix"
"openai_upstream_reference_matrix","github_repo",".agents/codex/matrices/OPENAI_UPSTREAM_REFERENCE_MATRIX.csv","CANDIDATE_METADATA_ONLY","83d97bce1db33fd4374ec36246d7be173ca24dab9d6564f47586ef7e87b8fd71","22","governance_matrix"
"operational_chain_governance_matrix","github_repo",".agents/codex/matrices/OPERATIONAL_CHAIN_GOVERNANCE_MATRIX.csv","CANDIDATE_METADATA_ONLY","93551e51ad9fd1be5b5a9d06f85dff354eecfcfeae95a74cbb0631981077a62c","10","governance_matrix"
"order_class_capability_matrix","github_repo",".agents/codex/matrices/ORDER_CLASS_CAPABILITY_MATRIX.csv","CANDIDATE_METADATA_ONLY","53e409c519dd372f7118c0036965b421564290ffffdfb3a6f343db7ec844f564","6","capability_control_plane"
"order_preparation_assignment_matrix","github_repo",".agents/codex/matrices/ORDER_PREPARATION_ASSIGNMENT_MATRIX.csv","CANDIDATE_METADATA_ONLY","01b5b8e75633a9704f0436e5074c68e8b8d2cd8dbc13335d9eb4211c0612be83","6","governance_matrix"
"parallel_issue_lane_queue","github_repo",".agents/codex/matrices/PARALLEL_ISSUE_LANE_QUEUE.csv","CANDIDATE_METADATA_ONLY","f79950d3186d5be89415bf86c6731a9c7c84235017db4577482865e071e5db82","3","governance_matrix"
"parallel_operation_criteria_matrix","github_repo",".agents/codex/matrices/PARALLEL_OPERATION_CRITERIA_MATRIX.csv","CANDIDATE_METADATA_ONLY","53ba13aa99d2b9364bd7f13966bf2493068f4de8680c4ddb67e5d7824675304e","5","governance_matrix"
"plugin_skill_boundary_matrix","github_repo",".agents/codex/matrices/PLUGIN_SKILL_BOUNDARY_MATRIX.csv","CANDIDATE_METADATA_ONLY","cadf1b53e439ce9c094c4d0373916d0327882a3b6585a0c70e8666aa2f2e8e8f","9","capability_control_plane"
"plugin_usage_matrix","github_repo",".agents/codex/matrices/PLUGIN_USAGE_MATRIX.csv","CANDIDATE_METADATA_ONLY","075ce690b1c8f1b5a5b90858b691b269354f6e469b0859b125a289957d98c455","10","governance_matrix"
"purpose_surface_capability_matrix","github_repo",".agents/codex/matrices/PURPOSE_SURFACE_CAPABILITY_MATRIX.csv","CANDIDATE_METADATA_ONLY","78fc1b3c3755e962c29695fb6582652c1c29beae9df33ad8ac07701da943b645","14","capability_control_plane"
"repo_agent_tool_governance_matrix","github_repo",".agents/codex/matrices/REPO_AGENT_TOOL_GOVERNANCE_MATRIX.csv","CANDIDATE_METADATA_ONLY","adf576093d7e3b1f79f96843de9d539c0a034156aaa72d7f2f8b9c9b3446eb81","20","capability_control_plane"
"repo_authority_graph_20260603","github_repo",".agents/codex/matrices/REPO_AUTHORITY_GRAPH_20260603.csv","CANDIDATE_METADATA_ONLY","e30b2fb45231b6d9cfa712031c27f9341cb4689e8a9f76f0581481233fc25e03","14","repo_runtime_surface"
"repo_governance_assignment_matrix","github_repo",".agents/codex/matrices/REPO_GOVERNANCE_ASSIGNMENT_MATRIX.csv","CANDIDATE_METADATA_ONLY","37c139b0c5e5c1786804f2420e089f62a34284f12ce5c5e9df0089ab3bb3a263","13","repo_runtime_surface"
"repo_propagation_sequence_after_cabina_20260603","github_repo",".agents/codex/matrices/REPO_PROPAGATION_SEQUENCE_AFTER_CABINA_20260603.csv","CANDIDATE_METADATA_ONLY","bc930154464198123bff6a1159535f6b23ea6c94a81b9f5a786fe5fddfe46da6","13","repo_runtime_surface"
"repo_runtime_alignment_matrix","github_repo",".agents/codex/matrices/REPO_RUNTIME_ALIGNMENT_MATRIX.csv","CANDIDATE_METADATA_ONLY","b1be22ba5dfb204ba464e4d117dc396159e86919aa9de9b1477aef1f535a1f36","13","repo_runtime_surface"
"runtime_alignment_status_matrix","github_repo",".agents/codex/matrices/RUNTIME_ALIGNMENT_STATUS_MATRIX.csv","CANDIDATE_METADATA_ONLY","f2012b04ffc362c7d421bb697043fa719aedba93be8a24154d536e12c355e1d1","7","governance_matrix"
"skill_reference_source_matrix","github_repo",".agents/codex/matrices/SKILL_REFERENCE_SOURCE_MATRIX.csv","CANDIDATE_METADATA_ONLY","1e7ea60d842a6c5778498ad457e9407510a8726fa37ef8536ca97a98ee18c14c","6","capability_control_plane"
"source_capability_adoption_gap_matrix","github_repo",".agents/codex/matrices/SOURCE_CAPABILITY_ADOPTION_GAP_MATRIX.csv","CANDIDATE_METADATA_ONLY","1b04473afd86fbdcd2672ccde67cad9ce763e2354ccfbe5bb32fa4cf32cda873","11","capability_control_plane"
"source_cdf_agent_runtime_recipes_skills_alignment_matrix","github_repo",".agents/codex/matrices/SOURCE_CDF_AGENT_RUNTIME_RECIPES_SKILLS_ALIGNMENT_MATRIX.csv","CANDIDATE_METADATA_ONLY","673103fad52f1a656c3a6cb0d9c06c9748abf65883764509d1e39047da55986c","12","capability_control_plane"
"source_cdf_agent_skill_recipe_tool_plugin_matrix","github_repo",".agents/codex/matrices/SOURCE_CDF_AGENT_SKILL_RECIPE_TOOL_PLUGIN_MATRIX.csv","CANDIDATE_METADATA_ONLY","6d41ebd0bf2f619b3e9dbe5bce84662eff424b4a83e5d1cba2303a8ebb0920ba","18","capability_control_plane"
"source_cdf_sharepoint_plugin_skill_adoption_matrix","github_repo",".agents/codex/matrices/SOURCE_CDF_SHAREPOINT_PLUGIN_SKILL_ADOPTION_MATRIX.csv","CANDIDATE_METADATA_ONLY","449a19b7bd923e3d3b5608f18d760fbee65ecc059bebd44a40f84e9a034e34dc","7","capability_control_plane"
"source_seshat_bootstrap_sdu_cn_console_tooling_capability_matrix_20260527","github_repo",".agents/codex/matrices/SOURCE_SESHAT_BOOTSTRAP_SDU_CN_CONSOLE_TOOLING_CAPABILITY_MATRIX_20260527.csv","CANDIDATE_METADATA_ONLY","359b530a26833887c65e9baeb04828f7ad4194691d4327d679b01053d3a54b4e","38","capability_control_plane"
"source_tcu_guardrails_index","github_repo",".agents/codex/matrices/SOURCE_TCU_GUARDRAILS_INDEX.csv","CANDIDATE_METADATA_ONLY","57e91a0926afd1d69caccfbe2eda6efa03269bb8113fd855dc61090476c8400a","11","governance_matrix"
"source_tge_sdu_cn_sharepoint_github_capability_matrix_20260527","github_repo",".agents/codex/matrices/SOURCE_TGE_SDU_CN_SHAREPOINT_GITHUB_CAPABILITY_MATRIX_20260527.csv","CANDIDATE_METADATA_ONLY","9ce889cacfefac28c7c1d3f61362efdeafac7bbff324492300e384540adfcda7","18","capability_control_plane"
"standard_agent_chain_20260603","github_repo",".agents/codex/matrices/STANDARD_AGENT_CHAIN_20260603.csv","CANDIDATE_METADATA_ONLY","4d3de5431725b387b44b8e6902e50ff803ac574e75225a6f14e50def81981ff2","5","capability_control_plane"
"stop_condition_glossary","github_repo",".agents/codex/matrices/STOP_CONDITION_GLOSSARY.csv","CANDIDATE_METADATA_ONLY","6ab57df68a375c6f0f664f7914952bb8a1588533b88767b4d5b2d156eda8c6b3","45","governance_matrix"
"subagent_capability_assignment_matrix","github_repo",".agents/codex/matrices/SUBAGENT_CAPABILITY_ASSIGNMENT_MATRIX.csv","CANDIDATE_METADATA_ONLY","0b4de0db036ab421d16528847ddd4cc2a2cf90094aca11eefbb3fb951eae3d3d","5","capability_control_plane"
"sublevel_capacity_matrix","github_repo",".agents/codex/matrices/SUBLEVEL_CAPACITY_MATRIX.csv","CANDIDATE_METADATA_ONLY","e0357f6b6c638ae37b69fe74339ed6df157643335ce8d79f910afa767d1878fc","6","canon_authority_chain"
"sublevel_universe_repo_lane_chain_20260603","github_repo",".agents/codex/matrices/SUBLEVEL_UNIVERSE_REPO_LANE_CHAIN_20260603.csv","CANDIDATE_METADATA_ONLY","fa4ef74cd0cbb618f142bfcb1b79a4d32d6021a6b7873a923a86360eb9cc8115","16","repo_runtime_surface"
"teams_agent_capability_matrix","github_repo",".agents/codex/matrices/TEAMS_AGENT_CAPABILITY_MATRIX.csv","CANDIDATE_METADATA_ONLY","f4b367758476c58487a4027e89f06e0f5ad064cadcc4fe15b8d6184bf812e8be","7","capability_control_plane"
"teams_cross_repo_lane_audit_matrix_20260602","github_repo",".agents/codex/matrices/TEAMS_CROSS_REPO_LANE_AUDIT_MATRIX_20260602.csv","CANDIDATE_METADATA_ONLY","c6d4ca834c749427121d18e53ada207e3af7042cf0e9ccc4d42f7bc01388703d","17","repo_runtime_surface"
"teams_governance_surface_matrix","github_repo",".agents/codex/matrices/TEAMS_GOVERNANCE_SURFACE_MATRIX.csv","CANDIDATE_METADATA_ONLY","049f3d3b6fde666a586cdb3a424dc7b144e7b3848a4e00b835b6e5300f1198af","10","governance_matrix"
"tool_governance_matrix","github_repo",".agents/codex/matrices/TOOL_GOVERNANCE_MATRIX.csv","CANDIDATE_METADATA_ONLY","fe76b870a4af47c34356fb6abe2c0a02cf89b310ce12141f179c991098bfdefc","50","capability_control_plane"
"user_identity_governance_matrix","github_repo",".agents/codex/matrices/USER_IDENTITY_GOVERNANCE_MATRIX.csv","CANDIDATE_METADATA_ONLY","e0aa05c93d7baa569e837cf01cbfc0ba85a2873c8e68cb1bf78b3aa62dd718f7","7","governance_matrix"
"validation_coverage_matrix","github_repo",".agents/codex/matrices/VALIDATION_COVERAGE_MATRIX.csv","CANDIDATE_METADATA_ONLY","403a7cfcec273b68b036bf64ee8f9924be46c2a03084ba763dce3bc827c99281","45","validation_and_evidence"
"validator_performance_improvement_matrix_20260602","github_repo",".agents/codex/matrices/VALIDATOR_PERFORMANCE_IMPROVEMENT_MATRIX_20260602.csv","CANDIDATE_METADATA_ONLY","6ff79bfcb8f99ca18357d57949e2782cc57e31866f35aecb3350639c9936e7b0","9","governance_matrix"
