"branch_canonica","archivo","grupo_semantico","rol_del_artefacto","conflicto_detectado","decision_preliminar"
"codex/feature/cabina/full-automation-planes__ISSUE-RECON-003",".agents/codex/tools/TOOL_INDEX.csv","GRUPO_D_GUARDRAILS_VALIDACION_HARDENING","validador_o_tool_local","CONFLICT_IN_PHASE1","CONSERVAR_MAIN"
"codex/feature/cabina/full-automation-planes__ISSUE-RECON-003",".agents/codex/tools/local_validate_cabina_full_automation_planes.ps1","GRUPO_D_GUARDRAILS_VALIDACION_HARDENING","validador_o_tool_local","CHANGED_NON_CONFLICT_OR_NOT_IN_CONFLICT_STATUS","CONSERVAR_MAIN"
"codex/feature/cabina/full-automation-planes__ISSUE-RECON-003",".github/workflows/cabina-validation.yml","GRUPO_E_CONFIGURACION_BORDE","configuracion_validacion_ci","CHANGED_NON_CONFLICT_OR_NOT_IN_CONFLICT_STATUS","CONSERVAR_MAIN"
"codex/feature/cabina/full-automation-planes__ISSUE-RECON-003",".gitignore","GRUPO_E_CONFIGURACION_BORDE","archivo_de_borde_ruido_local","CONFLICT_IN_PHASE1","CONSERVAR_MAIN"
"codex/feature/cabina/full-automation-planes__ISSUE-RECON-003","governance/canon/CABINA_FULL_AUTOMATION_BY_PLANES.md","GRUPO_A_CANON_DOCTRINA","canon_rector_o_politica","CHANGED_NON_CONFLICT_OR_NOT_IN_CONFLICT_STATUS","CONSERVAR_MAIN"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/maps/CODEX_CLOUD_GOVERNED_LANE.md","GRUPO_B_MATRICES_ESTRUCTURALES","mapa_operativo","CONFLICT_IN_PHASE1","CONSERVAR_MAIN"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/maps/RUNTIME_PARALLEL_ACTIVATION.md","GRUPO_B_MATRICES_ESTRUCTURALES","mapa_operativo","CONFLICT_IN_PHASE1","CONSERVAR_MAIN"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/matrices/CODEX_CLOUD_GOVERNED_LANE_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_operativa_o_indice","CONFLICT_IN_PHASE1","CONSERVAR_MAIN"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/matrices/D_SKILL_AVAILABILITY_AND_ISSUE_PR_FRICTION_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_operativa_o_indice","CONFLICT_IN_PHASE1","SEPARAR_EN_WORKPAPER"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/matrices/LOCAL_SKILL_CATALOG.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_operativa_o_indice","CONFLICT_IN_PHASE1","CONSERVAR_MAIN"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/matrices/MATRIX_INDEX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_operativa_o_indice","CONFLICT_IN_PHASE1","CONSERVAR_MAIN"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/matrices/POWERSHELL_RUNTIME_FRICTION_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_operativa_o_indice","CONFLICT_IN_PHASE1","SEPARAR_EN_WORKPAPER"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/matrices/SKILL_INTEGRATION_DECISION_MATRIX_20260603.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_operativa_o_indice","CONFLICT_IN_PHASE1","INTEGRAR_RAMA"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/matrices/TOOL_GOVERNANCE_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_operativa_o_indice","CONFLICT_IN_PHASE1","CONSERVAR_MAIN"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/matrices/VALIDATION_COVERAGE_MATRIX.csv","GRUPO_D_GUARDRAILS_VALIDACION_HARDENING","matriz_operativa_o_indice","CONFLICT_IN_PHASE1","CONSERVAR_MAIN"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/readbacks/2026-06-03_sdu_cn_human_operational_mandate_readback.md","GRUPO_C_EVIDENCIA_READBACKS","readback_evidencia_historica","CONFLICT_IN_PHASE1","INTEGRAR_RAMA"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/readbacks/2026-06-04_work_dispatch_agents_sdk_activation_readback.md","GRUPO_C_EVIDENCIA_READBACKS","readback_evidencia_historica","CONFLICT_IN_PHASE1","INTEGRAR_RAMA"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/recipes/RECIPE_INDEX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","receta_operativa","CONFLICT_IN_PHASE1","CONSERVAR_MAIN"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/recipes/recipe.codex_cloud_governed_lane.md","GRUPO_B_MATRICES_ESTRUCTURALES","receta_operativa","CONFLICT_IN_PHASE1","CONSERVAR_MAIN"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/recipes/recipe.d_skill_availability_issue_pr_friction_review.md","GRUPO_B_MATRICES_ESTRUCTURALES","receta_operativa","CONFLICT_IN_PHASE1","SEPARAR_EN_WORKPAPER"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/recipes/recipe.powershell_runtime_friction_guard.md","GRUPO_B_MATRICES_ESTRUCTURALES","receta_operativa","CONFLICT_IN_PHASE1","SEPARAR_EN_WORKPAPER"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/skills/SKILL_METADATA_QUALITY_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","artefacto_tecnico_auxiliar","CONFLICT_IN_PHASE1","CONSERVAR_MAIN"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/skills/SKILL_USAGE_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","artefacto_tecnico_auxiliar","CONFLICT_IN_PHASE1","CONSERVAR_MAIN"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/tools/TOOL_INDEX.csv","GRUPO_D_GUARDRAILS_VALIDACION_HARDENING","validador_o_tool_local","CONFLICT_IN_PHASE1","CONSERVAR_MAIN"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/tools/local_validate_d_skill_availability_and_issue_pr_friction.ps1","GRUPO_D_GUARDRAILS_VALIDACION_HARDENING","validador_o_tool_local","CONFLICT_IN_PHASE1","SEPARAR_EN_WORKPAPER"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/codex/tools/local_validate_powershell_runtime_friction.ps1","GRUPO_D_GUARDRAILS_VALIDACION_HARDENING","validador_o_tool_local","CONFLICT_IN_PHASE1","SEPARAR_EN_WORKPAPER"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/skills/cabina-document-plugin-adapter/SKILL.md","GRUPO_B_MATRICES_ESTRUCTURALES","skill_repo_local","CONFLICT_IN_PHASE1","INTEGRAR_RAMA"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/skills/cabina-github-plugin-adapter/SKILL.md","GRUPO_B_MATRICES_ESTRUCTURALES","skill_repo_local","CONFLICT_IN_PHASE1","INTEGRAR_RAMA"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/skills/cabina-sharepoint-plugin-adapter/SKILL.md","GRUPO_B_MATRICES_ESTRUCTURALES","skill_repo_local","CONFLICT_IN_PHASE1","INTEGRAR_RAMA"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/skills/cabina-superpowers-methodology-adapter/SKILL.md","GRUPO_B_MATRICES_ESTRUCTURALES","skill_repo_local","CONFLICT_IN_PHASE1","INTEGRAR_RAMA"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/skills/cabina-teams-plugin-adapter/SKILL.md","GRUPO_B_MATRICES_ESTRUCTURALES","skill_repo_local","CONFLICT_IN_PHASE1","INTEGRAR_RAMA"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/skills/rey-modo-evidencia-riesgo-handoff/SKILL.md","GRUPO_B_MATRICES_ESTRUCTURALES","skill_repo_local","CONFLICT_IN_PHASE1","INTEGRAR_RAMA"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/skills/rey-modo-gobernador-capacidades/SKILL.md","GRUPO_B_MATRICES_ESTRUCTURALES","skill_repo_local","CONFLICT_IN_PHASE1","INTEGRAR_RAMA"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/skills/sdu-ejecutor-gates/SKILL.md","GRUPO_B_MATRICES_ESTRUCTURALES","skill_repo_local","CONFLICT_IN_PHASE1","INTEGRAR_RAMA"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/skills/skill-judge/SKILL.md","GRUPO_B_MATRICES_ESTRUCTURALES","skill_repo_local","CONFLICT_IN_PHASE1","INTEGRAR_RAMA"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/skills/tcu-desarrollo-con-subagentes/SKILL.md","GRUPO_B_MATRICES_ESTRUCTURALES","skill_repo_local","CONFLICT_IN_PHASE1","INTEGRAR_RAMA"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/skills/tcu-harness-evals-agentes/SKILL.md","GRUPO_B_MATRICES_ESTRUCTURALES","skill_repo_local","CONFLICT_IN_PHASE1","INTEGRAR_RAMA"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/skills/tcu-normalizador-sistema-modo-on/SKILL.md","GRUPO_B_MATRICES_ESTRUCTURALES","skill_repo_local","CONFLICT_IN_PHASE1","INTEGRAR_RAMA"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/skills/tcu-planificador-con-archivos/SKILL.md","GRUPO_B_MATRICES_ESTRUCTURALES","skill_repo_local","CONFLICT_IN_PHASE1","INTEGRAR_RAMA"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".agents/skills/tcu-redactor-planes-operativos/SKILL.md","GRUPO_B_MATRICES_ESTRUCTURALES","skill_repo_local","CONFLICT_IN_PHASE1","INTEGRAR_RAMA"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004",".gitignore","GRUPO_E_CONFIGURACION_BORDE","archivo_de_borde_ruido_local","CONFLICT_IN_PHASE1","CONSERVAR_MAIN"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004","02_AUTHORITY_CANON/CURRENT_STATE.md","GRUPO_A_CANON_DOCTRINA","canon_rector_o_politica","CONFLICT_IN_PHASE1","CONSERVAR_MAIN"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004","02_AUTHORITY_CANON/GOVERNED_ORDERS_INDEX.csv","GRUPO_A_CANON_DOCTRINA","canon_rector_o_politica","CONFLICT_IN_PHASE1","CONSERVAR_MAIN"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004","02_AUTHORITY_CANON/POLICIES/SDU_CN_HUMAN_OPERATIONAL_MANDATE_POLICY_20260603.md","GRUPO_A_CANON_DOCTRINA","canon_rector_o_politica","CONFLICT_IN_PHASE1","INTEGRAR_RAMA"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004","AGENTS.md","GRUPO_A_CANON_DOCTRINA","canon_rector_o_politica","CONFLICT_IN_PHASE1","CONSERVAR_MAIN"
"codex/gov/cabina/agent-dispatch-skill-adapters__ISSUE-RECON-004","readbacks/postmerge/READBACK_EXEC_APPLY_OPENAI_SDK_MICROSOFT_PRODUCTION_REVIEW_20260604.md","GRUPO_C_EVIDENCIA_READBACKS","readback_evidencia_historica","CONFLICT_IN_PHASE1","INTEGRAR_RAMA"
"codex/gov/agents/global-operability-reconciliation__ISSUE-RECON-005",".agents/codex/matrices/AGENTS_GLOBAL_OPERABILITY_INVENTORY_20260605.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_operativa_o_indice","CHANGED_NON_CONFLICT_OR_NOT_IN_CONFLICT_STATUS","CONSERVAR_MAIN"
"codex/gov/agents/global-operability-reconciliation__ISSUE-RECON-005",".agents/codex/matrices/MATRIX_INDEX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_operativa_o_indice","CHANGED_NON_CONFLICT_OR_NOT_IN_CONFLICT_STATUS","CONSERVAR_MAIN"
"codex/gov/agents/global-operability-reconciliation__ISSUE-RECON-005",".agents/codex/matrices/ORDER_CLASS_CAPABILITY_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_operativa_o_indice","CHANGED_NON_CONFLICT_OR_NOT_IN_CONFLICT_STATUS","CONSERVAR_MAIN"
"codex/gov/agents/global-operability-reconciliation__ISSUE-RECON-005",".agents/codex/matrices/PARALLEL_OPERATION_CRITERIA_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_operativa_o_indice","CONFLICT_IN_PHASE1","CONSERVAR_MAIN"
"codex/gov/agents/global-operability-reconciliation__ISSUE-RECON-005",".agents/codex/matrices/VALIDATION_COVERAGE_MATRIX.csv","GRUPO_D_GUARDRAILS_VALIDACION_HARDENING","matriz_operativa_o_indice","CONFLICT_IN_PHASE1","CONSERVAR_MAIN"
"codex/gov/agents/global-operability-reconciliation__ISSUE-RECON-005",".agents/codex/routing.json","GRUPO_B_MATRICES_ESTRUCTURALES","artefacto_tecnico_auxiliar","CHANGED_NON_CONFLICT_OR_NOT_IN_CONFLICT_STATUS","CONSERVAR_MAIN"
"codex/gov/agents/global-operability-reconciliation__ISSUE-RECON-005","AGENTS.md","GRUPO_A_CANON_DOCTRINA","canon_rector_o_politica","CHANGED_NON_CONFLICT_OR_NOT_IN_CONFLICT_STATUS","CONSERVAR_MAIN"
"codex/hardening/agents/global-operability-gate-queue__ISSUE-RECON-006",".agents/codex/matrices/AGENTS_SDK_LIVE_AGENT_GLOBAL_OPERABILITY_GATE_QUEUE_20260605.csv","GRUPO_D_GUARDRAILS_VALIDACION_HARDENING","matriz_operativa_o_indice","CHANGED_NON_CONFLICT_OR_NOT_IN_CONFLICT_STATUS","CONSERVAR_MAIN"
"codex/hardening/agents/global-operability-gate-queue__ISSUE-RECON-006",".agents/codex/matrices/MATRIX_INDEX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_operativa_o_indice","CONFLICT_IN_PHASE1","CONSERVAR_MAIN"
"codex/hardening/agents/global-operability-gate-queue__ISSUE-RECON-006",".agents/codex/matrices/VALIDATION_COVERAGE_MATRIX.csv","GRUPO_D_GUARDRAILS_VALIDACION_HARDENING","matriz_operativa_o_indice","CONFLICT_IN_PHASE1","CONSERVAR_MAIN"
"codex/hardening/agents/global-operability-gate-queue__ISSUE-RECON-006",".agents/codex/readbacks/2026-06-05_agent_global_operability_gate_queue_readback.md","GRUPO_C_EVIDENCIA_READBACKS","readback_evidencia_historica","CHANGED_NON_CONFLICT_OR_NOT_IN_CONFLICT_STATUS","CONSERVAR_MAIN"
"codex/hardening/agents/global-operability-gate-queue__ISSUE-RECON-006",".agents/codex/tools/local_validate_agent_global_operability_package.ps1","GRUPO_D_GUARDRAILS_VALIDACION_HARDENING","validador_o_tool_local","CHANGED_NON_CONFLICT_OR_NOT_IN_CONFLICT_STATUS","CONSERVAR_MAIN"
"codex/hardening/agents/global-operability-gate-queue__ISSUE-RECON-006",".gitignore","GRUPO_E_CONFIGURACION_BORDE","archivo_de_borde_ruido_local","CHANGED_NON_CONFLICT_OR_NOT_IN_CONFLICT_STATUS","CONSERVAR_MAIN"
"codex/gov/agents/global-operability-gated-backlog__ISSUE-RECON-007",".agents/codex/matrices/AGENTS_SDK_LIVE_AGENT_GLOBAL_OPERABILITY_GATED_BACKLOG_20260605.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_operativa_o_indice","CHANGED_NON_CONFLICT_OR_NOT_IN_CONFLICT_STATUS","CONSERVAR_MAIN"
"codex/gov/agents/global-operability-gated-backlog__ISSUE-RECON-007",".agents/codex/matrices/MATRIX_INDEX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_operativa_o_indice","CONFLICT_IN_PHASE1","CONSERVAR_MAIN"
"codex/gov/agents/global-operability-gated-backlog__ISSUE-RECON-007",".agents/codex/matrices/VALIDATION_COVERAGE_MATRIX.csv","GRUPO_D_GUARDRAILS_VALIDACION_HARDENING","matriz_operativa_o_indice","CONFLICT_IN_PHASE1","CONSERVAR_MAIN"
"codex/gov/agents/global-operability-gated-backlog__ISSUE-RECON-007",".agents/codex/readbacks/2026-06-05_agent_global_operability_gated_backlog_readback.md","GRUPO_C_EVIDENCIA_READBACKS","readback_evidencia_historica","CHANGED_NON_CONFLICT_OR_NOT_IN_CONFLICT_STATUS","CONSERVAR_MAIN"
"codex/gov/agents/global-operability-gated-backlog__ISSUE-RECON-007",".gitignore","GRUPO_E_CONFIGURACION_BORDE","archivo_de_borde_ruido_local","CONFLICT_IN_PHASE1","CONSERVAR_MAIN"
"codex/feature/agents/global-operability-next-lane__ISSUE-RECON-008",".agents/codex/matrices/ORDER_PREPARATION_ASSIGNMENT_MATRIX.csv","GRUPO_B_MATRICES_ESTRUCTURALES","matriz_operativa_o_indice","CHANGED_NON_CONFLICT_OR_NOT_IN_CONFLICT_STATUS","CONSERVAR_MAIN"
